longitude,latitude,CWP_NAME,STATE_WATER_BODY_NAME
-89.715,38.145,CITY OF SPARTA NORTHWEST STP,UNNAMED TRIBUTARY OF PLUM CREEK
-93.588389,38.765972,"KNOB NOSTER, CITY OF",TRIB CLEAR FK. CR.
-96.756389,45.344861,CORONA - TOWN OF,Unnamed Tributary to N Fork Whetstone River
-81.51213,32.595072,TOWN OF HILTONIA,OFF GA HWY 24 NORTH (SCREVEN CO)
-93.256778,37.072083,FREMONT HILLS WWTF,James R.
-84.979389,32.410056,COLUMBUS WATER WORKS,CHATTAHOOCHEE RV SAV RB
-78.2769,37.8258,FLUVANNA COUNTY HIGH SCHOOL ST,RACOON CREEK
-89.973603,34.698164,COLDWATER POTW - NORTH,DITCH THEN TO ARTKABUTLA LAKE
-97.805566,30.49631,CITY OF CEDAR PARK WATER RECLA,"36"" PIPE TO S BRUSHY CRK, CEDAR PAR"
-100.732222,32.420278,CITY OF LORAINE WWTP,SEG 1412 COLORADO RIVER BASIN
-93.790709,31.371514,CITY OF HEMPHILL WWTP,TRAVIS BRANCH; HOUSTON BAYOU
-97.967603,29.550483,SPRINGS HILL WWTF,GUADALUPE RIVER BELOW COMAL RIVER
-86.110822,35.478965,MANCHESTER STP,DUCK RIVER MI 268.5
-91.815411,34.338986,"WABBASEKA, CITY OF","TRIB,BRADLEY SLU,ARKANSAS R"
-101.14552,48.72219,MAXBASS CITY OF,Lower Souris
-83.231028,39.880639,HICKORY HILLS GOLF CLUB,BIG DARBY CRK VIA UN TRIB
-85.088889,37.056944,"RUSSELL SPRINGS, CITY OF",RUSSELL CO REGIONAL STP
-89.333611,39.556389,TAYLORVILLE SD STP,PANTHER CREEK
-80.738056,36.579167,I-77 EXIT 1 WWTP,Stony Creek
-71.752572,42.547034,EAST FITCHBURG WWTF,"NASHUA RIVER, NORTH BRANCH"
-83.823521,36.230637,MAYNARDVILLE STP,N. FORK BULL RUN CR@ MILE 3.1
-122.399998,37.641278,SOUTH SAN FRANCISCO/SAN BRUNO WQCP,LOWER SAN FRANCISCO BAY
-109.461509,37.465,WHITE MESA WASTEWATER LAGOON,
-91.136944,30.349722,"BATON ROUGE, CITY OF",MISSISSIPPI RIVER
-94.919444,29.758056,EAST DISTRICT WWTP,SEG NO 0901 TRINITY-SAN JACINTO COA
-94.020833,33.503333,"TEXARKANA, CITY OF-NORTH WWTP","MCKINNEY BU,RED RV"
-84.760737,40.417638,FORT RECOVERY WWTP,Wabash River
-112.04456,41.45525,PERRY CITY,BEAR RIVER NATIONAL WILDLIFE REFUGE
-80.860556,33.468056,ORANGEBURG NTL FISH HATCHERY,SWAMP TO NORTH FORK EDISTO RIV
-74.385152,40.922877,MONTVILLE TOWNSHIP MUA,VALHALLA BROOK
-89.37525,43.330972,ARLINGTON WASTEWATER TREATMENT,L GOOSE LAKE VIA
-84.806583,39.245972,HARRISON WWTP,Whitewater River
-93.971506,29.901895,PORT ACRES WWTF,SEG NO 0701 NECHES-TRINITY COASTAL
-89.786783,35.269787,BARTLETT WWTP #2,LOOSAHATCHIE RIVER
-90.955778,38.811806,FORISTELL INTERIM WWTF,Peruque Cr.
-93.235735,34.259554,U.S. ARMY - COE - ALPINE RIDGE/DEGRAY LAKE,"DEGRAY LK,CADDO R,OUACHITA R"
-92.475778,38.761444,JAMESTOWN S LAGOON WWTF,Haldiman Br.
-122.72958,48.08347,NAVAL MAGAZINE INDIAN ISLAND,PORT TOWNSEND BAY
-85.546278,41.546528,TOPEKA WWTP,ELKHART R VIA BARR/SCHROCK DITCH
-96.630028,44.569056,"TORONTO, TOWN OF",Unnamed Trib of Lake Hendricks
-68.642222,44.926667,OLD TOWN WWTF,Penobscot River
-96.460472,28.844778,LA WARD WWTF,UNNAMED DITCH; UNNAMED TRIBUTARY
-93.39528,42.16027,MCCALLSBURG CITY OF STP,
-96.40701,40.23938,LEWISTON WASTEWATER TREATMENT FACILITY,WOLF CREEK
-90.726067,33.874397,MOUND BAYOU POTW,DIRECLTY INTO MOUND BAYOU
-66.784341,18.014132,PRASA GUAYANILLA WWTP,RIO GUAYANILLA
-79.956667,40.806667,SAXONBURG AREA AUTH,CONNOQUENESSING CRK
-98.487333,45.646806,WESTPORT SANITARY DISTRICT,NO DISCHARGE OUTFALL
-86.998889,45.853333,CITY OF GLADSTONE,LAKE MICHIGAN
-83.574307,34.114329,"JEFFERSON, CITY OF",JACKSON COUNTY_OCONEE RVR BASIN
-92.413703,44.28676,ZUMBRO FALLS,ZUMBRO VIA BUCKMAN COULEE
-95.233333,45.016667,RAYMOND,MINN R VIA HAWK CR
-109.929167,45.843056,BIG TIMBER,BOULDER RIVER
-97.911139,45.412028,"ANDOVER, TOWN OF",UNNAMED TRIBUTARY OF MUD CREEK
-66.146555,18.137459,PRASA EL TORITO,RIO LA PLATA
-91.154444,38.789,MCPWSD/OAK RIDGE ESTATES,Charrette Cr.
-80.6822,35.7439,CLEVELAND WWTP,
-85.6587,40.5795,"MARION WWTP, CITY OF",OR/WABASH R/MISSISSINEWA RIVER
-98.03923,48.63027,MILTON CITY OF,Park
-111.695278,33.398333,SOUTHEAST WRP,GILA RIVER IN MIDDLE GILA WATERSHED
-100.4575,28.642667,EAGLE PASS WWTF,RIO GRANDE BELOW AMISTAD RESERVOIR
-157.98333,21.38888,UNKNOWN,NAVAL SUBMARINE BASE
-85.802778,39.961111,INGALLS MUNICIPAL,FALL CR TO W FK WHITE RIVER
-96.034,45.21,APPLETON,POMME DE TERRE R
-132.926721,56.821876,"PETERSBURG, CITY OF - PETERSBURG WWTP - 301(H) FACILITY",FREDERICK SOUND
-78.96947,40.0523,SOMERSET TWP MUN AUTH,WELLS CREEK
-97.063361,43.643806,HUMBOLDT - CITY OF,Unnamed Wetland to Beaver Creek
-80.130912,39.438392,COLFAX PSD,TYGART VALLEY RIVER
-92.652778,33.305,"NORPHLET, CITY OF","UNNAMED TRIB FLAT CR,HAYNER CR,SMACKOVER CR"
-98.402111,30.285917,CITY OF JOHNSON CITY WWTP,TOWN CREEK; PEDERNALES RIVER
-91.924573,32.810966,"BASTROP, CITY OF - MAIN PLANT",8B
-95.918833,30.937944,MADISONVILLE WWTP,SEG 0803 TRINITY RIVER BASIN
-93.93989,41.03816,MURRAY CITY OF STP,
-96.668542,44.751163,"CLEAR LAKE, CITY OF",Unnamed tributary of Hidewood Creek
-90.758333,41.228333,"ALEDO NORTH WWTP, CITY OF",EDWARDS RIVER-MISSISSIPPI RIVER
-93.820778,33.615111,"FULTON, CITY OF-WWTP",RED RIVER
-86.306686,44.236991,MANISTEE WWTP,MANISTEE LAKE
-95.180194,31.354611,CITY OF KENNARD WWTP,NECHES RIVER BASIN SEG.NO.0604
-94.381871,33.717895,"FOREMAN, CITY OF","E FLAT CR,FLAT CR,LITTLE RIVER,RED RIVER"
-96.063583,34.459611,STRINGTOWN PWA,410400050415_00 trib/Boggy Creek
-96.029222,32.162306,CITY OF MALAKOFF WWTP,"CEDAR CREEK, TRINITY RIVER ABOVE LA"
-94.883333,44.783333,BIRD ISLAND,BEAVER CR E FK VIA CD 66
-85.722194,35.245912,TRACY CITY MFG CO,LITTLE FIREY GRUNDY CR
-89.942278,35.934611,"BLYTHEVILLE, CITY OF-WEST WWTF","DIT #27,LEFTHAND CHUTE/LITTLE R,ST FRANCIS R"
-112.0956,46.6257,HELENA SAND AND GRAVEL FORT HARRISOIN INFRASTRUCTURE IMPROVEMENTS,CULVERT TO DRAINAGE DITCH
-82.3096,40.65316,PERRYSVILLE WWTP,BLACK FORK MOHICAN RIVER
-122.73797,44.400019,"SWEET HOME, CITY OF",SOUTH SANTIAM RIVER
-93.374911,34.549258,USACE-CRYSTAL SPRINGS REC AREA WWTP,LK OUACHITA
-95.387361,30.039417,TIMBER LANE UD - WWTP,"SCHULTZ GULLY, CYPRESS CREEK"
-84.285556,37.721111,RICHMOND DREAMING CREEK STP,DREAMING CRK
-79.033204,39.509725,GEORGE'S CREEK WWTP,NORTH BRANCH POTOMAC RIVER
-104.245361,34.473914,FORT SUMNER WWTP,PECOS RIVER
-86.771028,39.28125,SPENCER MUNICIPAL WWTP,OR/WABASH R/WHITE R/W FK WHITE RIVR
-73.693333,41.785472,MILLBROOK (V) STP,WAPPINGER CK E BR
-95.252472,30.177278,E MONTGOMERY CNTY MUD 3 WWTP 1,DRY CREEK; DANEY CREEK
-89.651667,39.435,"FARMERSVILLE STP, VILLAGE OF",MACOUPIN CREEK
-98.401639,33.780889,ARROWHEAD RANCH ESTATES WWTP,"UNNAMED TRIBUTARY, LAKE CREEK, LITT"
-94.801392,30.049999,CITY OF LIBERTY MAIN WWTP,"OLD TRINITY RIVER CHANNEL, TRINITY"
-86.70472,35.584792,CHAPEL HILL STP,DUCK RIVER@MI 185.5
-75.771278,42.324222,GREENE (V) WWTP,CHENANGO R
-81.71832,30.09204,"ORANGE PARK, CITY OF - CLAY CNTY UTILITY AUTHORITY/ FLEMING ISLAND REGIONAL WWTF","St Johns R, Class III Marine, WBID 2213H"
-97.164402,33.354782,CITY OF SANGER WWTP,RANGER BRANCH; PADDOCK LAKE
-80.323974,39.518695,MANNINGTON CITY OF,BUFFALO CREEK
-90.416611,42.599333,CUBA CITY WASTEWATER TREATMENT,GALENA R VIA UN
-94.408944,37.239056,ALBA WWTF,Buck Br.
-95.046306,29.563,HARRIS COUNTY WCID 50 WWTP,SEG NO 2425 BAYS AND ESTUARIES
-86.125,39.978333,"CARMEL, CITY OF",W FK WHITE R VIA COOL CREEK
-70.135278,43.765,YARMOUTH SEA MEADOWS WWTF,Casco Bay
-66.259335,18.45578,PRASA DORADO WWTP,RIO LA PLATA
-97.768087,32.745962,CITY OF WEATHERFORD WWTP,"UNNAMED DITCH, UNNAMED TRIBUTARY, T"
-81.978188,27.892645,"MULBERRY, CITY OF WWTP",ALAFIA RV
-80.38398,39.200647,GREATER HARRISON CO. PSD,West Milford River
-92.5059,34.5603,"BAUXITE, CITY OF - WWTF","TRIB,HURRICANE CR,SALINE R,OUACHITA R"
-124.0065,44.9312,"LINCOLN CITY, CITY OF",SCHOONER CREEK
-90.208889,39.688611,"JACKSONVILLE STP, CITY OF",MAUVAISTERRE CREEK-IL RIVER
-75.460738,41.645916,CLINTON TOWNSHIP WWTP,Lackawanna River
-92.675639,38.656806,CLARKSBURG WWTF,Dry Fk.
-86.6942,30.4136,FREEDOM WAY,EAST BAY SWAMP
-91.4736,36.3186,"HARDY, CITY OF","SPRING R,BLACK R,WHITE R"
-82.99308,40.79738,BUCYRUS WWTP,SANDUSKY RIVER
-83.288889,42.345,DEARBORN HEIGHTS CSO,MIDDLE ROUGE RIVER
-90.340043,35.506665,"TYRONZA, CITY OF","TYRONZA R,ST. FRANCIS R"
-88.021639,45.238667,CRIVITZ WASTEWATER TREATMENT F,GROUNDWATER
-84.223611,36.946944,USDA FOREST SERV GROVE CPGD,LAUREL RIVER LAKE
-80.623134,40.507284,EMPIRE WWTP,Jeremy Run to Ohio River
-90.902583,38.8065,"WENTZVILLE, LANGTREE EST",McCoy Cr.
-96.336556,29.584722,CITY OF EAGLE LAKE WWTF,DRAINAGE DITCH;EAGLE LAKE
-85.096329,35.222801,TVA-SEQUOYAH NUCLEAR,TENNESSEE RV 483.5 484.85
-77.314804,38.512362,US MARINE CORPS - MCB QUANTICO,POTOMAC RIVER
-122.250298,38.091697,VALLEJO WWTP,Carquinez Strait and Mare Island Strait
-87.510556,36.870556,HOPKINSVILLE NORTHSIDE STP,LITTLE RIVER / NORTH FORK
-74.045,41.351389,LOGISTICS POOL AREA V - IWTP,TRIB STILLWELL LAKE
-86.454167,39.015,USDA FOREST SERVICE HARDIN RD,SALT CR (MONROE RESV) VIA UNNMD CR
-117.06883,32.57225,NAVY PUBLIC WRK GRAVING DOCK,SAN DIEGO BAY
-81.08398,40.56521,CARROLLTON WWTP,HONEY RUN
-85.234325,37.693343,SPRINGFIELD STP,ROAD RUN CRK
-98.117819,29.717559,GRUENE ROAD WWTP,GUADALUPE RIVER BELOW CANYON DAM
-93.02424,41.56976,REASNOR CITY OF STP,
-86.349991,36.375049,BLEDSOE CREE STATE PARK,TDOC BLEDSOE CR
-90.4,45.65,PHILLIPS WASTEWATER TREATMENT,L ELK LAKE
-84.608333,37.844444,JESSAMINE CRK ENV CONTROL #1,TOWN FORK / JESSAMINE CRK
-122.296333,38.012861,PINOLE-HERCULES WPCP,San Pablo Bay
-122.468584,37.843538,SAUSALITO-MARIN WWTP,Central San Francisco Bay
-89.936754,35.89563,"BLYTHEVILLE, CITY OF-SOUTH","TRIB,DIT #17,DIT #6,DIT #1,ST FRANCIS R"
-96.03415,41.0689,SID #97 - SARPY COUNTY,PLATTE RIVER
-89.186456,35.024534,GRAND JUNCTION OXIDATION POND,SANDY BRANCH CR@ MI 3.0
-83.511972,33.003667,CITY OF GRAY-WOLF CREEK WWTF,MILSAP CRK/WOLF CRK/COMMISSIONER CK OCONEE RB
-68.32085,44.275081,SOUTHWEST HARBOR WWTF,Atlantic Ocean
-106.923931,39.221375,SNOWMASS WSD,Brush Creek
-99.900417,34.676611,HOLLIS PWA,311600010060 Le Bos Creek
-96.5744,42.8222,AKRON CITY OF STP,
-88.260728,42.341719,CITY OF MCHENRY - CENTRAL WWTP,FOX RIVER
-97.73608,42.03399,MEADOW GROVE WASTEWATER TREATMENT FACILITY,BUFFALO CREEK
-119.76657,39.14602,UNKNOWN,CARSON RIVER
-84.848279,35.67646,SPRING CITY STP,WATTS BAR LAKE
-96.955083,35.877111,TRYON UTILITY AUTHORITY,620900030040 Sand Ck/Cimarron River
-121.03075,39.25975,NEVADA CITY WWTP,"Deer Creek, Tributary to Yuba River"
-90.528611,43.314306,BOAZ WWTF,MILL CREEK
-80.53427,41.1936,HUBBARD WPCF,Little Yankee Creek
-87.9018,33.3144,GORDO WWTP,LITTLE BEAR CREEK
-93.878611,29.933333,CITY OF GROVES-SOUTH PLANT WWTP,"ATLANTIC MAIN, CRANE BAYOU, S. 0703"
-86.138878,36.09728,WATERTOWN STP,ROUND LICK CR @mi 19.2
-94.991972,34.051556,WRIGHT PUBLIC WORKS AUTHORITY,410210010060 Horse Head Ck/Little River
-83.08128,40.64285,GRANDVIEW ESTATES SD 2A,Rock Fork
-93.296832,31.114076,TOWN OF NEW LLANO,BAYOU CASTOR-BAYOU ANACOCO SABINE
-92.26065,47.818723,TOWER-BREITUNG JOINT WWTF,EAST TWO R
-104.95927,39.81348,METRO WASTEWATER RECLAM DIST,SOUTH PLATTE RIVER
-88.541667,42.1,"HAMPSHIRE STP, VILLAGE OF",HMPSHRE-BRLNGTN-COON-KSHWAUKE-ROCK
-107.248056,46.308889,HYSHAM WWTP,YELLOWSTONE RIVER
-88.923611,30.485556,S20 D'IBERVILLE WWTF AND TRANSMISSION SYSTEM,TCHOUTACABOUFFA RIVER
-81.679722,34.8275,"JONESVILLE, TOWN OF",MILL CK-MITCHELL CK-FAIRFOREST
-96.91656,41.98175,WISNER WASTEWATER TREATMENT FACILITY,ELKHORN RIVER
-88.629222,30.415083,"JACKSON CO UTILITY AUTH, GAUTIER POTW",WEST PASCAGOULA RIVER
-83.158333,42.188333,WAYNE COUNTY DRAINAGE BOARD,TRENTON CHANNEL OF DETROIT RIVER
-91.993733,29.943817,TOWN OF DELCAMBRE WWTP,DELCAMBRE CANAL - BAYOU CARLIN
-97.312889,35.597056,OKLAHOMA CITY-N CANADIAN,520520 North Canadian River
-95.57425,42.72316,CHEROKEE CITY OF STP,
-95.43865,41.1396,HENDERSON CITY OF STP,
-111.447966,39.606351,FAIRVIEW CITY,SAN PITCH RIVER
-112.106917,34.752194,JEROME WWTP,UNNAMED EPHEMERAL WASH TO VERDE RIV
-88.415021,36.208195,TDOC-TAFT YOUTH DEVELOP CNTR,DRAINAGE TO BEE CREEK AT MILE 7.3
-111.633583,35.186083,RIO DE FLAG WWTP,RIO DE FLAG
-95.568306,30.459167,CORINTHIAN POINT MUD 2 - WWTP,LAKE CONROE
-95.676611,29.965222,HARRIS COUNTY MUD 365 WWTP,DRY CREEK(HCFCD);CYPRESS CREEK
-96.869083,36.765806,KAW CITY WWTF,621210000040 Kaw Reservoir
-85.558333,38.033889,MT WASHINGTON STP,TRIB TO MCCULLOUCH RUN / SALT RIVER
-96.230528,33.058722,CITY OF CADDO MILLS WWTP,"WEST CADDO CREEK, CADDO CREEK, LAKE"
-79.952604,39.030909,BELINGTON CITY OF,TYGART VALLEY RIVER/Monongahela Riv
-90.85922,31.45705,OKHISSA LAKE SEWER DISTRICT WW FACILITY,UNNAMED TRIB OF MIDDLETON CREEK
-71.332501,42.866222,DERRY W W T P,MERRIMACK RIVER
-98.491404,45.158989,"MELLETTE , CITY OF",Unnamed tributary of James River
-81.144389,37.603889,COOL RIDGE/FLAT TOP WASTEWATER,Laurel Run
-93.338556,37.044694,"USDOE, NIXA SUBSTATION",James R.
-93.061002,36.727324,TANEYVILLE WWTF,Swan Cr.
-93.609382,37.336215,ASH GROVE WWTF,Sac R.
-82.5735,41.34175,ALPINE TRAIL MHP,Huron River
-76.406944,39.025556,BROADNECK WWTP,CHESAPEAKE BAY
-92.476526,31.243517,DEERFIELD WWTP,SEG 0602 VERMILION-TECHE R/B
-86.897222,41.430556,WANATAH MUNCIPAL WWTP,KANKAKEE RIVER
-73.981888,41.495555,BEACON (C) WPCP,HUDSON R
-98.653611,32.5,CITY OF RANGER,NORTH FORK OF PALO PINTO CREEK
-88.423662,36.000062,HUNTINGDON BARNETT ST. LAGOON 1,BEAVER CREEK
-77.41134,38.26138,LITTLE FALLS RUN WASTEWATER TR,RAPPAHANNOCK RIVER
-67.018791,18.508276,PRASA ISABELA WWTP,ATLANTIC OCEAN
-90.444175,31.191667,HCC DBA HOMESTEAD WATER ASSN,LITTLE TANGIPAHOA RIVER
-70.426111,43.733611,LITTLE FALLS WWTF,Presumpscot River
-135.346209,57.038527,"SITKA, CITY AND BOROUGH OF - SITKA WWTF - 301(H) WAIVER",SITKA SOUND (MIDDLE CHANNEL)
-86.905944,41.4195,WANATAH WASTEWATER TRMT PLANT,KANKAKEE R VIA SLOCUM DITCH
-95.98208,42.81298,REMSEN CITY OF STP,
-85.74175,38.376389,SELLERSBURG MUNICIPAL WWTP,SILVER CR TO OHIO RIVER
-96.45087,40.7123,TIMBER LAKE WASTEWATER TREATMENT FACILITY,TRIB to the Little NEMAHA River
-78.873634,39.534534,RAWLINGS WWTP,LOWER NORTH BRANCH PATOMAC
-121.8075,37.6894,CITY OF LIVERMORE WRP,Lower San Francisco Bay
-82.666778,32.169806,GLENWOOD WPCP,PETERSON CREEK TRIBUTARY TO OCONEE RB
-122.5274,37.89668,SEWER AGCY SOUTHRN MARIN WWTP MILL VALLEY,Raccoon Strait in Central San Francisco Bay
-84.30303,39.90133,UNION WWTP,Unnamed Trib. Stillwater River
-111.800514,43.844661,"REXBURG, CITY OF - REXBURG WWTP","TETON RIVER, REXBURG CANAL"
-90.967639,38.547139,WASHINGTON SEWAGE TREAT,Missouri R.
-77.7981,38.53006,REMINGTON WASTEWATER TREATMENT,TINPOT RUN(EX.);RAPPAHANNOCK RIVER
-97.94015,35.39177,UNION CITY WWT FACILITY,520610 trib/ S Canadian R
-74.72044,39.45456,HAMILTON TOWNSHIP WWTP,BABCOCK STR.
-77.516111,38.135833,THORNBURG COMMUNITY SEWAGE TRE,TRIB.TO PO RIVER
-76.700667,42.844472,UNION SPRINGS (V) STP,CAYUGA L
-90.099444,36.309722,"NIMMONS, CITY OF","DIT,HAMPTON SLU,MAYO DIT,BIG SLU DIT,ST. FRANCIS R"
-157.850868,21.292392,UNKNOWN,PEARL HARBOR
-76.798,42.105667,ELMIRA VEHICLE MAINTENANCE FACILITY,NEWTOWN CREEK
-87.61005,41.66254,MWRDGC CALUMET WRP,LITTLE CALUMET RIVER
-90.507639,38.460167,"NPSD, CRYSTAL HILLS",Saline Cr.
-86.886111,41.080556,MEDARYVILLE MUNICIPAL WWTP,BIG MONON CR VIA HANSEL DITCH
-113.93,43.285,"CAREY, CITY OF - CAREY WWTP",LITTLE WOOD RIVER
-83.598579,33.95717,STATHAM WPCP,BARBER CREEK IN OCONEE RIVER
-112.178333,47.795556,CHOTEAU SEWAGE TREATMENT PONDS,TETON RIVER
-84.906563,31.394647,"BLAKELY,  CITY OF",BREASTWORKS BRANCH/DRY CRK/SEMINOLE-SAV RB
-72.87644,42.232485,HUNTINGTON W W T P,WESTFIELD RIVER
-87.114444,45.984167,MID PENINSULA SCHOOLS,DAYS RIVER VIA AN UNNAMED TRIBUTARY
-84.24223,39.55065,SPRINGBORO WWTP,unnamed tributary of Clear Creek
-80.273123,39.883132,ROGERSVILLE STP,SOUTH FORK TENMILE CREEK
-92.139944,36.520528,BAKERSFIELD WWTF,Bennetts Bayou
-99.761556,45.078222,LEBANON - TOWN OF,UNNAMED TRIB OF SIMON LAKE
-103.262824,44.082164,SD ARMY NATIONAL GUARD,"Varies, mobile RO unit"
-85.937486,36.284776,USA COE CORDELL HULL DAM-DAMSI,CUMBERLAND RV
-157.850868,21.292392,UNKNOWN,KAUKONAHUA GULCH
-78.850533,35.644854,HOLLY SPRINGS WWTP,
-90.42,40.668333,AVON STP,GALLETT CK-CEDAR CK-SPOON R-IL RVR
-85.712723,39.380972,LAKE SANTEE REGIONAL WASTE AND WATER DISTRICT,RIGHTHAND FORK TO SALT CREEK
-89.74,39.073333,MT OLIVE NORTH STP,UNNAMED TRIB OF SUGAR CREEK
-93.49067,46.709355,PALISADE,MISS R VIA OXBOW WETLAND
-85.792294,36.635799,GAMALIEL STP,LINE CRK
-132.953889,56.712222,TONKA,WRANGELL NARROWS 127
-74.285289,41.039797,WANAQUE VALLEY REG SA,WANAQUE RIVER
-83.741667,43.325,FRANKENMUTH WWTP,CASS RIVER
-84.861528,32.857056,TOWN OF PINE MOUNTAIN,TURKEY CRK TRIB/FLAT SHAOLS TRIB..-SAV RB.
-93.7385,39.005778,HIGGINSVILLE I-70 N LAGOON,Davis Cr.
-92.30985,30.570198,CHATAIGNIER SEWER SYSTEM,BAYOU DOZA - BAYOU MALLET
-74.24959,40.555661,"WOODBRIDGE, TOWNSHIP OF",ARTHUR KILL
-98.86694,42.91896,BUTTE WASTEWATER TREATMENT FACILITY,DIZZY CREEK
-100.413611,45.525222,"MOBRIDGE, CITY OF",LAKE OAHE - MISSOURI RIVER
-74.1857,40.961209,BELDON GARDENS STP,MOLLY ANN BROOK
-77.391402,39.141773,POOLESVILLE WWTP,Dry Seneca Creek
-81.956667,36.674167,WASHINGTON COUNTY PUBLIC SCHOO,FIFTEEN MILE CREEK
-80.893432,38.302886,"READINESS CENTER, SUMMERSVILLE",Muddlety Cr/Gauley R/Kanawha River
-75.625,38.356944,CITY OF SALISBURY WWTP,WICOMICO RIVER
-77.296928,40.206198,WEST PENNSBORO WWTF,CONODOQUINET CREEK
-104.336417,38.241,AVONDALE & FORT REYNOLDS WWTPS,GREEN ARROYO/LAND APP & EXFILT PNDS
-83.48614,41.42776,EASTWOOD MIDDLE SCHOOL,Unamed trib to Martin Ditch
-84.088889,42.644444,HANDY TWP WWTP,MIDDLE BRANCH RED CEDAR RIVER
-86.46,39.404444,MARTINSVILLE WWTP,OR/WABASH/WHITE R/W FK WHITE RIVER
-107.9242,38.8708,CEDAREDGE WWTF,Alfalfa Ditch to Fruit Growers Reservoir
-75.651576,40.689817,HEIDELBERG HEIGHTS WWTP,UNT TO MILL CREEK IN WATERSHED 2-C
-85.505556,43.877778,REED CITY WWTP,HERSEY RIVER
-79.261148,40.553123,AULTMAN STP,AULTMAN RUN
-98.027108,42.759767,NIOBRARA WASTEWATER TREATMENT FACILITY,MISSOURI RIVER
-84.00347,41.43545,LIBERTY CENTER WWTP,Maumee River
-90.570806,35.907139,"BROOKLAND, CITY OF-WWTP","TRIB,MAPLE SLU DIT,GUM SLU DIT,BIG BAY DIT,DIT #10"
-96.566739,33.331641,SLAYTER CREEK WWTP,UNNAMED TRIB;SLAYTER CK;THROCKMORTO
-98.813056,47.916944,TOKIO WASTEWATER TREATMENT LAGOONS,DEVILS LAKE
-74.169032,40.25289,NAVAL WEAPONS STATION EARLE,MINGAMAHONE BRK
-70.861505,42.809271,NEWBURYPORT W P C F,"TIDAL CREEK,MERRIMACK RIVER ESTUARY"
-74.4476,39.3762,ATLANTIC COUNTY UTIL AUTH WWTF,ATLANTIC OCEAN
-90.892028,39.357528,CLARKSVILLE WWTF,Mississippi R.
-101.527278,40.046997,BENKELMAN WASTEWATER TREATMENT FACILITY,REPUBLICAN RIVER
-83.88,42.815,GENESEE CO #7-ARGENTINE WWSL,SHIAWASSEE RIVER
-89.93,38.421667,"FREEBURG WEST STP, VILLAGE OF",KINNEY BRANCH OF RICHLAND CREEK
-85.613889,39.975,MARKLEVILLE MUNICIPAL,FALL CR VIA LICK CR VIA TRIB
-91.241556,39.006028,TRUXTON WASTEWATER TREATMENT FACILITY,Bear Cr.
-95.963,35.447639,"HENRYETTA, CITY OF",520700 Coal Creek/Eufaula Reservoir
-71.509291,42.119416,MILFORD W W T F,CHARLES RIVER
-93.265,33.266389,"MAGNOLIA, CITY OF-BIG CREEK WWTP","BIG CR,DORCHEAT BU,RED RV"
-86.546383,36.598653,PORTLAND STP,SUMMER'S BR-RED RIVER @MI 6.6
-96.602278,30.856583,CITY OF HEARNE WWTP 2,"DRAINAGE DITCH, LITTLE BRAZOS RIVER"
-88.336111,42.210278,CITY OF CRYSTAL LAKE WWTP #2,CRYSTAL CK OUTLET(ILLINOIS R BASIN)
-71.917223,42.240643,LEICESTER WATER SUPPLY WWTF,RAWSON BROOK (FRENCH RIVER TRIB.)
-97.439482,35.477841,DEL CITY MUNICIPAL SVCS. AUTH,520520000110_00 CherryCk/N Canadian R
-102.613805,38.091398,"LAMAR, CITY OF",UNNAMED DITCH TO ARKANSAS RIVER
-76.737155,34.733494,MOREHEAD CITY WWTP,
-84.490833,43.976111,GLADWIN WWTP,CEDAR RIVER
-82.55048,41.38308,HURON BASIN WWTP,Huron River
-97.819444,27.290778,RIVERIA WCID WWTP,"POND, MAN-MADE DITCH, SALADO CREEK"
-89.286194,33.847889,DERMA POTW,DITCH THEN TO YALOBUSHA RIVER
-95.494083,29.954667,HARRIS COUNTY MUD 180,HARRIS COUNTY FLOOD CONTROL DITCHES
-91.281639,46.825639,CLOVER SANITARY DISTRICT,L SUPERIOR VIA D
-117.321028,33.116694,ENCINA OCEAN OUTFALL,PACIFIC OCEAN
-95.171111,36.207278,LOCUST GROVE PUBLIC WORKS AUTH,121600 Crutchfield Br/Neosho R
-96.139139,35.326833,WELEETKA PWA,520500010200 Alabama Creek/North Canadian R.
-117.6046,33.9318,WESTERN RIVERSIDE CRWTP,"SANTA ANA RIVER, R3"
-116.483333,48.3,KOOTENAI-PONDERAY SEWER DISTRICT - KOOTENAI-PONDERAY WWTP,"BOYER SLOUGH, PEND OREILLE LAKE"
-84.33128,39.37534,MASON WWTP NO 2,Muddy Creek
-107.545278,37.435278,UPPER VALLEY SANITATION DIST.,VALLECITO CREEK
-101.6208,47.294483,HAZEN CITY OF,Knife
-85.867199,35.225081,MONTEAGLE #2 STP,UNNMD TRIB ML 1.0-TRUSSEL CR
-95.656333,29.881056,SOMMERALL SUBDIVISION WWTF,HARRIS COUNTY FLOOD CONTROL DITCH
-81.0972,41.14227,ODNR BEACH AREA W BRANCH SP,Michael J. Kirwan
-90.149611,34.944833,"DCRUA, WALLS TREATMENT PLANT",DIRECTYLY INTO UNNAMED TRIBUTARY OF
-84.563889,38.2175,GEORGETOWN STP #1,NORTH ELKHORN CRK
-84.612541,40.690494,ROCKFORD STP,St. Marys River
-89,32.787222,CHOCTAW PEARL RIVER WWTP,WOLF CRK TO KENTAWKA CNL TO PEARL R
