longitude,latitude,name,population
-92.32154429,43.06271303,MERCY MEDICAL CENTER-NEW HAMPTON,18
-93.76852658,41.02611913,CLARKE COUNTY PUBLIC HOSPITAL,25
-80.18022513,26.02055141,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES,50
-80.21080036,25.79114079,ANNE BATES LEACH EYE HOSPITAL,100
-80.21591566,25.78867201,UNIVERSITY OF MIAMI HOSPITAL,525
-80.21435329,25.74015862,MERCY HOSPITAL,488
-80.29358797,25.77831589,MIAMI MEDICAL CENTER,146
-81.68488477,26.10553542,PHYSICIANS REGIONAL - COLLIER BOULEVARD,100
-92.73440115,41.74267347,GRINNELL GENERAL HOSPITAL,49
-96.05886104,43.00960634,ORANGE CITY MUNICIPAL HOSPITAL,104
-90.51974006,41.56607181,UNITY POINT HEALTH TRINITY,139
-91.17308016,40.80934797,GREAT RIVER MEDICAL CENTER,213
-93.87696264,42.05599358,BOONE COUNTY HOSPITAL,42
-93.11181984,41.31111781,KNOXVILLE AREA COMMUNITY HOSPITAL,25
-96.47984859,42.99857403,HAWARDEN REGIONAL HEALTHCARE,25
-111.9916541,43.46997591,EASTERN IDAHO REGIONAL MEDICAL CENTER,289
-85.14550814,41.06113935,VIBRA HOSPITAL OF FORT WAYNE,24
-87.18433191,41.546435,PORTER-PORTAGE HOSPITAL CAMPUS-ER,-999
-101.0383426,39.8138896,RAWLINS COUNTY HEALTH CENTER,24
-97.63730624,39.81724828,REPUBLIC COUNTY HOSPITAL,63
-100.0174055,37.78627625,WESTERN PLAINS MEDICAL COMPLEX,99
-101.9053347,37.00178366,MORTON COUNTY HOSPITAL,120
-101.713749,39.35797512,GOODLAND REGIONAL MEDICAL CENTER,25
-97.20483854,38.34478026,HILLSBORO COMMUNITY HOSPITAL,15
-100.4319894,39.35439181,SHERIDAN COUNTY HOSPITAL,53
-95.71672646,37.22477863,MERCY HOSPITAL INDEPENDENCE,40
-99.9033644,38.08325274,HODGEMAN COUNTY HEALTH CENTER,38
-95.24868534,38.97887459,LAWRENCE MEMORIAL HOSPITAL,152
-96.63543924,39.84870013,COMMUNITY MEMORIAL HEALTHCARE,25
-100.3340899,37.28659962,MEADE DISTRICT HOSPITAL,20
-71.1683,42.7277,HOLY FAMILY HOSPITAL AND MEDICAL CENTER,223
-94.4194573,35.37494781,SPARKS REGIONAL MEDICAL CENTER,476
-93.38805914,35.05442978,CHAMBERS MEMORIAL HOSPITAL,41
-91.29038904,33.30659877,CHICOT MEMORIAL HOSPITAL,25
-90.77588392,35.04001925,FORREST CITY MEDICAL CENTER,118
-91.81679407,33.61088459,DREW MEMORIAL HOSPITAL,49
-90.69154203,35.81006986,THE SURGICAL HOSPITAL OF JONESBORO,12
-91.33823119,34.27979487,DE WITT HOSPITAL & NURSING HOME,25
-92.67109375,33.2207269,MEDICAL CENTER OF SOUTH ARKANSAS,166
-91.39227634,33.61845532,MCGEHEE-DESHA COUNTY HOSPITAL,25
-92.4578836,35.08566805,CONWAY REGIONAL MEDICAL CENTER,146
-90.96782345,36.0737585,LAWRENCE MEMORIAL HOSPITAL,25
-93.23913276,33.27419818,MAGNOLIA HOSPITAL,70
-92.20769063,34.81309517,ST. VINCENT MEDICAL CENTER - NORTH,69
-92.39327696,34.7391732,ARKANSAS HEART HOSPITAL,112
-92.12808717,36.12677685,COMMUNITY MEDICAL CENTER OF IZARD COUNTY,25
-94.13664285,36.17987716,NORTHWEST MEDICAL CENTER,222
-94.50714921,36.18993552,SILOAM SPRINGS REGIONAL HOSPITAL,42
-94.13697878,36.18053846,REGENCY HOSPITAL OF SPRINGDALE,25
-92.12547515,34.87316573,NORTH METRO MEDICAL CENTER,113
-92.84270041,34.34486847,ARKANSAS DEPARTMENT OF CORRECTION - OUACHITA RIVER UNIT INPATIENT CARE FACILITY,28
-104.9743791,39.67036625,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,368
-104.717482,38.93863911,CENTURA HEALTH-ST FRANCIS MEDICAL CENTER,195
-104.6225777,38.23380336,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,408
-105.2309468,38.45529191,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,25
-104.7710241,39.54820081,PARKER ADVENTIST HOSPITAL,170
-83.76202402,37.16197765,MEMORIAL HOSPITAL INC,63
-86.21496916,36.76147503,THE MEDICAL CENTER AT SCOTTSVILLE,25
-85.37296207,36.79619458,CUMBERLAND COUNTY HOSPITAL,25
-82.74720787,37.45670646,MCDOWELL ARH HOSPITAL,52
-82.75030775,37.57882455,SAINT JOSEPH - MARTIN,25
-85.92303816,37.16130615,THE MEDICAL CENTER AT CAVERNA,25
-84.84873911,37.75706388,THE JAMES B. HAGGIN MEMORIAL HOSPITAL,25
-76.62323886,39.13766768,UNIVERITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,293
-76.62594614,39.29056558,WALTER P CARTER CENTER,108
-76.065328,38.54062722,EASTERN SHORE HOSPITAL CENTER,80
-76.090836,39.54309348,UNIVERSITY OF MARYLAND HARFORD MEMORIAL HOSPITAL,85
-77.19895807,39.09986285,ADVENTIST HEALTHCARE BEHAVIORAL HEALTH & WELLNESS,107
-76.87583187,38.74813654,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,192
-68.43359064,44.59020244,KIDSPEACE NATIONAL CENTERS OF NEW ENGLAND,-999
-69.08454633,44.14410143,PENOBSCOT BAY MEDICAL CENTER,109
-83.93782239,42.00259106,PROMEDICA HERRICK HOSPITAL,25
-84.83195196,42.5653255,HAYES GREEN BEACH MEMORIAL HOSPITAL,25
-82.83213344,43.42348233,MCKENZIE MEMORIAL HOSPITAL,25
-83.08102154,43.33271941,MARLETTE REGIONAL HOSPITAL,25
-85.18429685,44.73129086,KALKASKA MEMORIAL HEALTH CENTER,8
-86.27615385,45.946684,SCHOOLCRAFT MEMORIAL HOSPITAL,12
-85.06796742,42.93593087,SPARROW IONIA HOSPITAL,22
-83.3880849,41.92456501,PROMEDICA MONROE REGIONAL HOSPITAL,217
-85.26934947,43.17469185,SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS,49
-83.00494271,42.50581325,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,348
-82.88090679,42.60686446,HENRY FORD MACOMB HOSPITAL-MT CLEMENS CAMPUS,-999
-84.53503019,42.70330447,MCLAREN ORTHOPEDIC HOSPITAL,53
-84.65865128,42.49525229,EATON RAPIDS MEDICAL CENTER,20
-84.66330985,43.39072927,MIDMICHIGAN MEDICAL CENTER-GRATIOT,67
-86.20860504,43.20579374,MERCY HEALTH MUSKEGON SHERMAN BLVD,196
-83.40820611,43.49318686,CARO COMMUNITY HOSPITAL,25
-82.43339042,42.95594281,LAKE HURON MEDICAL CENTER,144
-83.40817063,42.39376505,ST MARY MERCY HOSPITAL,273
-82.91434079,42.41997263,ST JOHN HOSPITAL AND MEDICAL CENTER,673
-83.21347813,42.11698997,BEAUMONT HOSPITAL TRENTON,193
-83.31498453,42.33213544,GARDEN CITY HOSPITAL,323
-85.38929522,44.24544836,MUNSON HEALTHCARE CADILLAC,49
-85.62331733,42.95365063,SPECTRUM HEALTH - BLODGETT CAMPUS,319
-90.1067333,46.48074586,ASPIRUS IRONWOOD HOSPITAL,25
-85.27486256,45.31482009,MUNSON HEALTHCARE CHARLEVOIX HOSPITAL,25
-86.23952205,45.95826246,SCHOOLCRAFT MEMORIAL HOSPITAL,25
-83.44937429,45.07767295,MIDMICHIGAN MEDICAL CENTER - ALPENA,124
-82.90241427,42.39693874,HENRY FORD MEDICAL CENTER COTTAGE,4
-96.00889968,45.19992493,APPLETON MUNICIPAL HOSPITAL,15
-94.84844538,45.97353279,CENTRACARE HEALTH SYSTEM-LONG,34
-92.8653166,46.12679487,ESSENTIA HEALTH SANDSTONE,30
-94.6004167,48.70658326,LAKEWOOD HEALTH CENTER,15
-94.97242485,44.77458177,RENVILLE COUNTY HOSP & CLINICS,16
-94.4237072,39.27524214,LIBERTY HOSPITAL,226
-94.58142085,39.37650909,ST. LUKE'S NORTHLAND HOSPITAL - SMITHVILLE,64
-94.32110399,37.13621149,MERCY HOSPITAL CARTHAGE,25
-94.57773096,39.00723164,RESEARCH MEDICAL CENTER - BROOKSIDE CAMPUS,487
-94.57531678,39.08453615,TRUMAN MEDICAL CENTER - HOSPITAL HILL,199
-94.77088801,39.77267961,MOSAIC LIFE CARE AT ST. JOSEPH,352
-90.47641435,38.52792366,SSM ST. CLARE HEALTH CENTER,180
-90.33657815,38.77998254,CHRISTIAN HOSPITAL NORTHWEST,3
-90.45179232,38.58433072,DES PERES HOSPITAL,143
-91.1706424,38.19582961,MISSOURI BAPTIST HOSPITAL OF SULLIVAN,35
-93.41663454,38.97870513,I-70 COMMUNITY HOSPITAL,15
-90.23868622,38.62295605,SSM HEALTH ST. LOUIS UNIVERSITY HOSPITAL,344
-90.39360264,38.19666946,MERCY HOSPITAL JEFFERSON,251
-90.04116699,36.2354033,TWIN RIVERS REGIONAL MEDICAL CENTER,116
-90.96365241,38.98348604,MERCY HOSPITAL LINCOLN,25
-92.31581308,38.94929679,BOONE HOSPITAL CENTER,392
-92.32817811,38.93838366,UNIVERSITY OF MISSOURI HEALTH CARE,-999
-93.42011395,37.6264835,CITIZENS MEMORIAL HOSPITAL,86
-93.49339038,39.37691208,CARROLL COUNTY MEMORIAL HOSPITAL,25
-93.22158611,38.69957445,BOTHWELL REGIONAL HEALTH CENTER,145
-94.02565859,40.26453881,HARRISON COUNTY COMMUNITY HOSPITAL,19
-93.72229517,38.76593328,WESTERN MISSOURI MEDICAL CENTER,75
-93.93074698,36.92700362,COX MONETT HOSPITAL,25
-90.2645828,38.63637879,BARNES-JEWISH HOSPITAL - NORTH,1110
-90.26312421,38.64307325,KINDRED HOSPITAL - ST. LOUIS,60
-89.91460188,34.30629814,PANOLA MEDICAL CENTER,112
-89.54201063,30.8565401,PEARL RIVER COUNTY HOSPITAL,24
-90.15576773,31.12037143,WALTHALL COUNTY GENERAL HOSPITAL,25
-89.17460507,33.31312711,CHOCTAW COUNTY MEDICAL CENTER,25
-89.03585465,33.12302393,WINSTON MEDICAL CENTER,27
-88.66237783,33.61939639,CLAY COUNTY MEDICAL CORPORATION,60
-88.47660447,33.97772925,MERIT HEALTH GILMORE MEMORIAL,95
-90.00257036,32.61080692,MADISON COUNTY MEDICAL CENTER,67
-89.6420887,34.13125561,YALOBUSHA GENERAL HOSPITAL,26
-90.47395559,31.25101023,SOUTHWEST MS REGIONAL MEDICAL CENTER,160
-106.6352257,48.18942204,FRANCES MAHON DEACONESS HOSPITAL,25
-79.45643853,35.20529935,FIRSTHEALTH MOORE REG. HOSP. AND PINEHURST TREATMENT,372
-99.12382002,47.45422959,CARRINGTON HEALTH CENTER,25
-97.06868619,47.910573,ALTRU HOSPITAL,257
-98.95413256,40.10182898,FRANKLIN COUNTY MEMORIAL HOSPITAL,14
-98.00574015,41.68304081,BOONE COUNTY HEALTH CENTER,25
-96.71094042,42.10666503,PENDER COMMUNITY HOSPITAL,21
-98.23685865,30.73305847,SETON HIGHLAND LAKES,25
-75.0161225,39.92820455,KENNEDY MEMORIAL HOSPITAL - UNIVERSITY MEDICAL CENTER CHERRY HILL,196
-75.06577821,39.73506751,KENNEDY MEMORIAL HOSPITAL - WASHINGTON TOWNSHIP,230
-74.21154236,40.70922208,NEWARK BETH ISRAEL MEDICAL CENTER,665
-74.17412143,40.74358053,SAINT MICHAELS MEDICAL CENTER,358
-74.35378384,40.71178746,OVERLOOK HOSPITAL,504
-75.18063078,39.58785897,INSPIRA MEDICAL CENTER - ELMER,96
-74.32339191,40.38313842,RARITAN BAY MEDICAL CENTER - OLD BRIDGE,113
-74.46546816,40.89505879,SAINT CLARES HOSPITAL - DENVILLE,314
-74.06384268,40.35398181,RIVERVIEW MEDICAL CENTER,468
-74.3115594,40.23825942,CENTRASTATE MEDICAL CENTER,284
-74.80292328,40.29198684,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,221
-105.2108726,35.62344426,ALTA VISTA REGIONAL HOSPITAL,54
-84.6066509,39.13526549,MERCY FRANCISCAN HOSPITAL WESTERN HILLS,156
-84.36901808,39.14934798,MERCY ST THERESA CENTER,-999
-76.88120724,39.08679628,LAUREL REGIONAL MEDICAL CENTER,137
-76.9800222,39.00256796,SAINT LUKE INSTITUTE,47
-68.76325313,44.82049618,THE ACADIA HOSPITAL,100
-67.83789747,46.7733441,AROOSTOOK MEDICAL CENTER - COMMUNITY GENERAL DIVISION,16
-68.58717505,44.41148043,BLUE HILL MEMORIAL HOSPITAL,25
-67.26801571,45.17758929,CALAIS REGIONAL HOSPITAL,25
-69.61133128,45.45887595,CHARLES A DEAN MEMORIAL HOSPITAL,25
-70.3569291,43.68788545,MERCY WESTBROOK,30
-88.06154548,45.81029679,OSCAR G. JOHNSON VA MEDICAL CENTER,-999
-85.2779234,43.44121827,SPECTRUM HEALTH  KELSEY HOSPITAL,16
-83.27819001,43.83418808,SCHEURER HOSPITAL,25
-82.65211568,43.84266263,HARBOR BEACH COMMUNITY HOSPITAL,15
-85.52129206,43.87846173,SPECTRUM HEALTH - REED CITY CAMPUS,25
-84.55513586,42.9931309,SPARROW CLINTON HOSPITAL,25
-86.24300107,44.63678167,PAUL OLIVER MEMORIAL HOSPITAL,8
-84.84241818,43.17558538,SPARROW CARSON HOSPITAL,61
-85.05045935,42.98518017,IONIA COUNTY MEMORIAL HOSPITAL,25
-83.08679372,42.49391602,ST JOHN MACOMB-OAKLAND HOSPITAL-OAKLAND CENTER,133
-85.95036312,43.46480986,SPECTRUM HEALTH GERBER MEMORIAL,25
-85.47492753,43.69388471,SPECTRUM HEALTH BIG RAPIDS HOSPITAL,69
-84.76904746,43.82096498,MIDMICHIGAN MEDICAL CENTER-CLARE,49
-85.64792561,41.93540767,THREE RIVERS HEALTH,60
-82.47920191,42.78536365,ST JOHN RIVER DISTRICT HOSPITAL,68
-83.95300198,43.42978585,"COVENANT MEDICAL CENTER, COOPER",290
-83.96029184,43.4208002,"COVENANT MEDICAL CENTER, MICHIGAN",56
-83.05585797,42.35113692,HUTZEL WOMEN'S HOSPITAL,114
-84.35055118,46.49808087,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,82
-88.42500413,46.73178952,BARAGA COUNTY MEMORIAL HOSPITAL,15
-83.79088457,42.16723162,ST JOSEPH MERCY HOSPITAL-SALINE,-999
-95.60903789,45.31435721,SWIFT COUNTY BENSON HOSPITAL,31
-92.22156912,38.55869819,SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY,154
-94.55116161,39.14898758,NORTH KANSAS CITY HOSPITAL,451
-94.32438907,40.25275515,NORTHWEST MEDICAL CENTER,35
-94.60381772,38.93613547,ST. JOSEPH MEDICAL CENTER,310
-94.33298166,38.90363485,LEE'S SUMMIT MEDICAL CENTER,64
-94.37749675,38.66507203,CASS REGIONAL MEDICAL CENTER,35
-90.44677235,38.63636666,MISSOURI BAPTIST MEDICAL CENTER,489
-90.69814249,38.71595266,PROGRESS WEST HEALTHCARE CENTER,76
-92.18179252,38.56579236,CAPITAL REGION MEDICAL CENTER,114
-92.16495149,40.46477539,SCOTLAND COUNTY HOSPITAL,25
-90.23910389,38.62172491,SSM HEALTH CARDINAL GLENNON CHILDREN'S MEDICAL CENTER,195
-91.70323321,37.00243861,MERCY ST. FRANCIS HOSPITAL,25
-93.22186944,36.65061008,COX MEDICAL CENTER BRANSON,157
-92.5890641,40.19351194,NORTHEAST REGIONAL MEDICAL CENTER,93
-92.31131232,38.95798994,"LANDMARK HOSPITAL OF COLUMBIA, LLC",42
-91.06478066,39.44066438,PIKE COUNTY MEMORIAL HOSPITAL,25
-89.53984582,37.31073434,SOUTHEASTHEALTH,263
-92.68304349,38.12063059,LAKE REGIONAL HEALTH SYSTEM,116
-90.45755132,36.77214562,BLACK RIVER COMMUNITY MEDICAL CENTER,8
-90.4261255,36.78558106,POPLAR BLUFF REGIONAL MEDICAL CENTER - WESTWOOD,38
-90.47008105,33.18305482,PATIENT’S CHOICE MEDICAL CENTER OF HUMPHREYS COUNTY,34
-89.51948724,32.00013987,PATIENTS CHOICE MEDICAL CENTER,29
-89.29131849,31.97702901,JASPER GENERAL HOSPITAL,16
-109.9520715,45.82824546,PIONEER MEDICAL CENTER - CAH,50
-110.5692874,45.6492691,LIVINGSTON HEALTHCARE,-999
-110.1087565,48.17879073,BIG SANDY MEDICAL CENTER,30
-105.5807272,47.41884871,MCCONE COUNTY HEALTH CENTER,25
-104.7038336,47.11742516,GLENDIVE MEDICAL CENTER,96
-80.29728716,36.07555041,NOVANT HEALTH FORSYTH MEDICAL CENTER,919
-78.29353379,36.11230617,FRANKLIN REGIONAL MEDICAL CENTER,83
-79.18720488,35.46907449,CENTRAL CAROLINA HOSPITAL,127
-78.59335192,36.32641569,GRANVILLE HEALTH SYSTEM,142
-80.82102909,35.21015517,CAROLINAS MEDICAL CENTER-MERCY,305
-80.87161819,35.09201218,CAROLINAS HEALTHCARE SYSTEM PINEVILLE,206
-83.37868892,35.18466142,ANGEL MEDICAL CENTER,59
-83.18589113,35.08658651,HIGHLANDS-CASHIERS HOSPITAL,24
-79.82541858,36.08342606,WESLEY LONG COMMUNITY HOSPITAL,175
-83.20300137,35.38601089,HARRIS REGIONAL HOSPITAL,86
-77.9524687,35.39848375,WAYNE MEMORIAL HOSPITAL,316
-78.44944645,36.33086506,MARIA PARHAM MEDICAL CENTER,102
-81.65152935,36.19846886,"WATAUGA MEDICAL CENTER, INC.",117
-80.6121681,36.48860409,NORTHERN HOSPITAL OF SURRY COUNTY,133
-80.83830266,36.26186461,"HUGH CHATHAM MEMORIAL HOSPITAL, INC.",93
-81.11461101,36.50952105,ALLEGHANY MEMORIAL HOSPITAL,41
-79.50224357,36.06120389,ALAMANCE REGIONAL MEDICAL CENTER,238
-81.45752318,36.42330853,"ASHE MEMORIAL HOSPITAL, INC.",76
-82.21262408,35.23946794,ST. LUKE'S HOSPITAL,35
-81.26734191,35.71385557,CATAWBA VALLEY MEDICAL CENTER,258
-79.46980141,34.75316918,SCOTLAND MEMORIAL HOSPITAL AND EDWIN MORGAN CENTER,104
-82.06277434,35.91099,"BLUE RIDGE REGIONAL HOSPITAL, INC",46
-79.8903683,35.36481124,FIRSTHEALTH MONTGOMERY MEMORIAL HOSPITAL,37
-75.61764914,35.9398365,THE OUTER BANKS HOSPITAL,21
-77.38498682,34.76275933,ONSLOW MEMORIAL HOSPITAL,162
-81.67641059,35.24985309,CRAWLEY MEMORIAL HOSPITAL,60
-77.35805205,34.72306625,NAVAL HOSPITAL CAMP LEJEUNE,-999
-79.00217023,35.14562624,WOMACK ARMY MEDICAL CENTER,-999
-78.93883233,36.00951207,VA MEDICAL CENTER - DURHAM,-999
-78.87695584,35.08782262,VA MEDICAL CENTER - FAYETTEVILLE,-999
-82.48354085,35.58861379,CHARLES GEORGE VA MEDICAL CENTER,-999
-80.48815776,35.68419984,W. G. (BILL) HEFNER VA MEDICAL CENTER,-999
-78.26144541,34.03136121,NOVANT HEALTH BRUNSWICK MEDICAL CENTER,74
-100.4499813,48.82912481,ST ANDREWS HEALTH CENTER - CAH,25
-102.6285744,46.00180059,WEST RIVER REGIONAL MEDICAL CENTER-CAH,25
-100.2333904,46.27155757,LINTON HOSPITAL - CAH,14
-103.4046604,46.18187141,SOUTHWEST HEALTHCARE SERVICES,23
-96.79753753,46.853883,SANFORD MEDICAL CENTER FARGO,380
-99.74873024,48.84335987,P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK,-999
-99.93205126,47.76709689,ST ALOISIUS MEDICAL CENTER,25
-101.2872043,48.23216459,TRINITY HOSPITAL - SAINT JOSEPHS,251
-102.8205504,46.88907589,ST JOSEPH'S HOSPITAL AND HEALTH CENTER,25
-97.04744399,47.87696081,ALTRU SPECIALTY HOSPITAL,45
-96.65226399,40.79589821,BRYAN MEDICAL CENTER,374
-96.59351305,40.73668103,CHI HEALTH NEBRASKA HEART,63
-96.04136103,41.25964267,METHODIST HOSPITAL,423
-98.46849408,42.82457353,NIOBRARA VALLEY HOSPITAL,20
-114.2852197,34.13643248,LA PAZ REGIONAL,25
-72.93541366,41.30469134,YALE-NEW HAVEN HOSPITAL,1541
-85.36296315,39.94337701,HENRY COUNTY MEMORIAL HOSPITAL,90
-87.15705465,30.36048195,GULF BREEZE HOSPITAL,77
-84.23154533,30.47571346,CAPITAL REGIONAL MEDICAL CENTER,266
-84.25292914,30.46168856,SELECT SPECIALTY HOSPITAL - TALLAHASSEE,48
-99.94779146,45.01308489,AVERA GETTYSBURG HOSPITAL,10
-87.21789514,30.51568064,WEST FLORIDA HOSPITAL,515
-81.39831629,30.27337357,BAPTIST MEDICAL CENTER - BEACHES,146
-81.44108268,30.26391313,MAYO CLINIC,304
-81.59698554,30.29074697,RIVER POINT BEHAVIORAL HEALTH,84
-81.59553995,30.25782212,WEKIVA SPRINGS,120
-86.30685631,30.37857467,SACRED HEART HOSPITAL ON EMERALD COAST,58
-85.05010386,30.45862283,CALHOUN-LIBERTY HOSPITAL,25
-81.44912349,30.6532098,BAPTIST MEDICAL CENTER - NASSAU,54
-155.4698296,20.07617304,HALE HO'OLA HAMAKUA,52
-98.65038285,42.4606455,AVERA ST ANTHONY'S HOSPITAL,25
-75.725897,40.833084,BLUE MOUNTAIN HOSPITAL GNADEN HUETTEN,95
-80.24660618,40.18387511,WASHINGTON HOSPITAL,274
-75.260329,41.576561,WAYNE MEMORIAL HOSPITAL,112
-119.954394,39.2514975,INCLINE VILLAGE HEALTH CENTER,6
-79.881562,40.866894,BUTLER MEMORIAL HOSPITAL,296
-76.692573,39.967361,MEMORIAL HOSPITAL - YORK,100
-75.96941474,41.57759711,TYLER MEMORIAL HOSPITAL,48
-78.432673,40.02540404,UPMC BEDFORD,49
-80.177979,40.542576,HERITAGE VALLEY SEWICKLEY,186
-79.946222,40.461876,WESTERN PENNSYLVANIA HOSPITAL,251
-79.96105247,40.43696252,MAGEE-WOMENS HOSPITAL OF UPMC,318
-99.9231578,41.29111932,CALLAWAY DISTRICT HOSPITAL,12
-99.84956105,42.54451346,BROWN COUNTY HOSPITAL,23
-76.23093,41.070954,BERWICK HOSPITAL CENTER,101
-119.1674592,38.98409652,SOUTH LYON MEDICAL CENTER,63
-75.211935,40.079468,CHESTNUT HILL HOSPITAL,135
-75.1557321,39.94520906,PENNSYLVANIA HOSPITAL,520
-75.04200874,40.05897134,NAZARETH HOSPITAL,205
-75.20977237,40.02862679,ROXBOROUGH MEMORIAL HOSPITAL,137
-81.45585404,40.51436785,UNION HOSPITAL,157
-83.36764832,40.23008254,MEMORIAL HOSPITAL OF UNION COUNTY,97
-77.84258984,40.81854834,MOUNT NITTANY MEDICAL CENTER,260
-78.70526962,40.65807263,CONEMAUGH MINERS MEDICAL CENTER,30
-75.78613013,40.01012579,BRANDYWINE HOSPITAL,234
-75.60214507,39.97120657,CHESTER COUNTY HOSPITAL,210
-114.5139431,37.62270263,GROVER C DILS MEDICAL CENTER,20
-75.515085,40.123789,PHOENIXVILLE HOSPITAL,137
-94.64832907,39.24898899,ST. LUKE'S NORTHLAND HOSPITAL - BARRY ROAD,97
-75.79757106,39.99759102,COATESVILLE VETERANS AFFAIRS MEDICAL CENTER,145
-116.9402862,40.63955062,BATTLE MOUNTAIN GENERAL HOSPITAL,7
-79.077821,40.007048,SOMERSET HOSPITAL,150
-78.83752,40.242639,WINDBER HOSPITAL,54
-98.94285322,40.49543098,KEARNEY COUNTY HEALTH SERVICES HOSPITAL,10
-118.6273898,38.51700346,MOUNT GRANT GENERAL HOSPITAL,11
-117.2224901,38.06164318,NYE REGIONAL MEDICAL CENTER,44
-110.3081187,31.96510498,BENSON HOSPITAL,22
-109.8381442,32.2649674,"NORTHERN COCHISE COMMUNITY HOSPITAL, INC.",48
-75.420109,40.657591,LEHIGH VALLEY HOSPITAL-MUHLENBERG,184
-80.352649,41.013202,UPMC JAMESON,254
-76.32097873,40.04081396,LANCASTER REGIONAL MEDICAL CENTER,214
-76.311902,40.132245,UPMC PINNICLE LITITZ,148
-75.24259925,40.68710826,EASTON HOSPITAL,254
-76.778025,40.861931,SUNBURY COMMUNITY HOSPITAL,118
-75.65056814,41.41069496,MOSES TAYLOR HOSPITAL,217
-75.65396151,41.41233526,REGIONAL HOSPITAL OF SCRANTON,198
-82.23754029,38.84647314,HOLZER MEDICAL CENTER,287
-70.8757,42.5641,NORTHEAST HOSPITAL CORPORATION - BEVERLY CAMPUS,227
-70.9068,42.5111,NORTH SHORE MEDICAL CENTER  - SALEM CAMPUS,268
-87.50292615,37.96334445,ST MARY'S MEDICAL CENTER OF EVANSVILLE INC,426
-103.2234841,44.04644362,BLACK HILLS SURGERY CENTER LIMITED LIABILITY PARTNERSHIP,26
-71.1114,42.4259,HALLMARK HEALTH SYSTEM - LAWRENCE MEMORIAL HOSPITAL CAMPUS,98
-84.55669416,41.47409691,COMMUNITY HOSPITALS AND WELLNESS CENTERS BRYAN,98
-93.2619933,44.95665248,CHILDRENS HOSP & CLINICS MINNE,381
-93.36223002,44.92898519,PARK NICOLLET METHODIST HOSP,426
-68.77246747,44.8142166,SAINT JOSEPH HOSPITAL,112
-93.55554035,47.22355071,GRAND ITASCA CLINIC & HOSP,64
-97.61871695,48.7925461,PEMBINA COUNTY MEMORIAL HOSPITAL,20
-78.66354577,33.86571224,MCLEOD SEACOAST,50
-96.41842304,44.50583637,HENDRICKS COMM HOSP,24
-95.60733268,44.23229821,SANFORD TRACY MEDICAL CENTER,25
-77.9509013,42.12242108,JONES MEMORIAL HOSPITAL,70
-124.1363019,43.69458957,LOWER UMPQUA HOSPITAL DISTRICT,16
-121.169855,44.28796677,ST CHARLES MEDICAL CENTER  REDMOND,48
-73.77745253,42.24634477,COLUMBIA MEMORIAL HOSPITAL,192
-120.3521112,42.18129466,LAKE DISTRICT HOSPITAL,71
-121.7851908,42.25316066,SKY LAKES MEDICAL CENTER,98
-77.364166,38.96222355,RESTON HOSPITAL CENTER,187
-73.20767064,42.87418238,SOUTHWESTERN VERMONT MEDICAL CENTER,99
-120.3210305,47.40660465,CENTRAL WASHINGTON HOSPITAL,174
-118.6825045,47.33118914,ODESSA MEMORIAL HEALTHCARE CENTER,25
-76.33225686,37.01535819,HAMPTON VA MEDICAL CENTER,485
-84.26458456,39.74265668,DAYTON VA MEDICAL CENTER,460
-117.7108944,48.27787863,PROVIDENCE ST. JOSEPH'S HOSPITAL,65
-117.6029482,46.47549923,GARFIELD COUNTY PUBLIC HOSPITAL,45
-119.7639115,46.20809196,PROSSER MEMORIAL HOSPITAL,26
-122.2290357,47.30891355,MULTICARE AUBURN REGIONAL MEDICAL CENTER,120
-119.1552615,46.83040883,OTHELLO COMMUNITY HOSPITAL,49
-118.1060704,45.31942719,GRANDE RONDE HOSPITAL,25
-123.3103384,44.91878607,WEST VALLEY HOSPITAL,15
-123.1646728,45.19903826,WILLAMETTE VALLEY MEDICAL CENTER,88
-123.2526236,44.60322266,GOOD SAMARITAN REGIONAL MEDICAL CENTER,164
-99.81155305,33.41380466,KNOX COUNTY HOSPITAL,28
-118.3585033,46.05355341,JONATHAN M. WAINWRIGHT MEMORIAL VA MEDICAL CENTER,102
-77.04741039,42.14060036,GUTHRIE CORNING HOSPITAL,99
-89.00772158,42.26988601,SAINT ANTHONY MEDICAL CENTER,235
-72.67362495,40.93426399,PECONIC BAY MEDICAL CENTER,140
-84.54138894,38.04697243,CARDINAL HILL REHABILITATION HOSPITAL,158
-88.37026499,40.47836698,GIBSON COMMUNITY HOSPITAL,67
-90.03882997,40.55266909,GRAHAM HOSPITAL ASSOCIATION,93
