name,latitude,longitude,authority,source,source
Colgate,39.330833,-121.191666,California Independent System Operator,North Yuba River,North Yuba River
Narrows 2,39.238996,-121.270409,California Independent System Operator,Yuba River,Yuba River
Bear Valley,33.166246,-117.016566,California Independent System Operator,Lake Wohlford,Lake Wohlford
Pueblo,38.266700,-104.614400,Public Service Company of Colorado,Arkansas River,Arkansas River
W N Clark,38.434400,-105.250000,Public Service Company of Colorado,Arkansas River,Arkansas River
Alamosa,37.459400,-105.894700,Public Service Company of Colorado,,
Arapahoe,39.670000,-105.002800,Public Service Company of Colorado,South Platte River,South Platte River
Boulder Canyon Hydro,40.004725,-105.332495,Public Service Company of Colorado,Middle Boulder Creek,Middle Boulder Creek
Cabin Creek,39.655100,-105.708800,Public Service Company of Colorado,South Clear Creek,South Clear Creek
Cameo,39.127778,-108.326111,Public Service Company of Colorado,Colorado River,Colorado River
Cherokee,39.807275,-104.964548,Public Service Company of Colorado,South Platte River,South Platte River
Comanche (CO),38.208100,-104.574700,Western Area Power Administration - Rocky Mountain Region,Arkansas River,Arkansas River
Fruita,39.136400,-108.734700,Public Service Company of Colorado,,
Georgetown Hydro,39.691900,-105.697800,Public Service Company of Colorado,South Clear Creek,South Clear Creek
Grand Valley Project Power Plant,39.101667,-108.345556,Public Service Company of Colorado,Colorado River,Colorado River
Salida,38.534190,-106.182003,Public Service Company of Colorado,South Arkansas River,South Arkansas River
Shoshone (CO),39.570130,-107.226876,Public Service Company of Colorado,Colorado River,Colorado River
Valmont,40.019500,-105.202000,Public Service Company of Colorado,South Boulder Creek,South Boulder Creek
Zuni,39.737348,-105.016991,Public Service Company of Colorado,South Platte River,South Platte River
Temescal,33.834300,-117.497100,California Independent System Operator,River,River
Corona,33.858950,-117.610600,California Independent System Operator,River,River
Perris,33.836100,-117.183100,California Independent System Operator,River,River
Rio Hondo,34.004722,-118.099170,California Independent System Operator,River,River
Coyote Creek,33.924930,-117.955170,California Independent System Operator,River,River
Red Mountain,33.394400,-117.188900,California Independent System Operator,River,River
Valley View,33.900100,-117.829050,California Independent System Operator,River,River
Upper Dawson,37.650800,-120.470600,Turlock Irrigation District,Upper Turlock Main Canal,Upper Turlock Main Canal
Center,37.753606,-106.104670,Public Service Company of Colorado,Municipality-Wells,Municipality-Wells
Martin Drake,38.824444,-104.833333,Western Area Power Administration - Rocky Mountain Region,Municipality,Municipality
George Birdsall,38.881389,-104.816944,Western Area Power Administration - Rocky Mountain Region,Municipality,Municipality
Manitou Springs,38.855556,-104.933056,Western Area Power Administration - Rocky Mountain Region,Municipality,Municipality
Ruxton Park,38.841354,-104.973802,Western Area Power Administration - Rocky Mountain Region,Municipality,Municipality
Holly,38.032717,-102.073659,Western Area Power Administration - Rocky Mountain Region,Municipality,Municipality
Julesburg,40.950500,-102.279500,Western Area Power Administration - Rocky Mountain Region,Well,Well
Boysen,43.417872,-108.177545,Western Area Power Administration UGP West,Wind River,Wind River
La Junta,37.987600,-103.546800,Public Service Company of Colorado,Municipality,Municipality
Las Animas,38.064700,-103.215900,Western Area Power Administration - Rocky Mountain Region,Wells,Wells
Lamar Plant,38.033327,-102.537915,Public Service Company of Colorado,Wells,Wells
Sonoma California Geothermal,38.790300,-122.755900,California Independent System Operator,Wells,Wells
Trinidad (CO),37.178979,-104.487492,Western Area Power Administration - Rocky Mountain Region,Municipality,Municipality
Blue Mesa,38.453191,-107.337483,Western Area Power Administration - Rocky Mountain Region,Blue Mesa Reservoir-Gunnison R,Blue Mesa Reservoir-Gunnison R
Estes,40.376771,-105.509665,Western Area Power Administration - Rocky Mountain Region,Colorado River,Colorado River
Morrow Point,38.451753,-107.539299,Western Area Power Administration - Rocky Mountain Region,Morrow Point Reservoir-Gunniso,Morrow Point Reservoir-Gunniso
Big Thompson,40.421031,-105.223804,Western Area Power Administration - Rocky Mountain Region,Colorado River,Colorado River
Green Mountain,39.878805,-106.332725,Western Area Power Administration - Rocky Mountain Region,Blue River,Blue River
Marys Lake,40.344080,-105.534308,Western Area Power Administration - Rocky Mountain Region,Colorado River,Colorado River
Flatiron,40.364996,-105.236032,Western Area Power Administration - Rocky Mountain Region,Colorado River,Colorado River
Pole Hill,40.365056,-105.325074,Western Area Power Administration - Rocky Mountain Region,Colorado River,Colorado River
Lower Molina,39.193660,-108.044088,Western Area Power Administration - Rocky Mountain Region,Bonham Reservoir,Bonham Reservoir
Upper Molina,39.143808,-108.004777,Western Area Power Administration - Rocky Mountain Region,Bonham Reservoir,Bonham Reservoir
Hayden,40.485600,-107.185000,Public Service Company of Colorado,Yampa River,Yampa River
Nucla,38.238300,-108.506900,Western Area Power Administration - Rocky Mountain Region,San Miguel River,San Miguel River
Rancho Seco Solar,38.340015,-121.113861,Balancing Authority of Northern California,,
Camp Far West,39.048802,-121.316966,California Independent System Operator,Bear River,Bear River
McWilliams,31.400255,-86.476449,PowerSouth Energy Cooperative,Conecuh River,Conecuh River
Jones Fork,38.850283,-120.381883,Balancing Authority of Northern California,South Fork Silver Creek,South Fork Silver Creek
McClellan (CA),38.652731,-121.393336,Balancing Authority of Northern California,,
Camanche,38.226800,-121.024500,California Independent System Operator,Comanche Reservoir,Comanche Reservoir
Rocky River (CT),41.582600,-73.434900,ISO New England Inc.,Housatonic River,Housatonic River
Branford,41.292500,-72.794200,ISO New England Inc.,,
Bulls Bridge,41.659046,-73.491984,ISO New England Inc.,Housatonic River,Housatonic River
Cos Cob,41.028900,-73.598900,ISO New England Inc.,,
Devon Station,41.209797,-73.108976,ISO New England Inc.,Housatonic River,Housatonic River
Montville Station,41.428100,-72.101900,ISO New England Inc.,Thames River,Thames River
Northfield Mountain,42.610683,-72.471643,ISO New England Inc.,Connecticut River,Connecticut River
Kettle Falls Generating Station,48.620336,-118.111059,Avista Corporation,Wells,Wells
Scotland Dam,41.665100,-72.122100,ISO New England Inc.,Shetucket,Shetucket
Shepaug,41.448420,-73.295321,ISO New England Inc.,Housatonic River,Housatonic River
Stevenson,41.383300,-73.171400,ISO New England Inc.,Housatonic River,Housatonic River
Taftville,41.572500,-72.045800,ISO New England Inc.,Shetucket,Shetucket
Tunnel,41.555425,-72.041829,ISO New England Inc.,Quinebaug,Quinebaug
Rainbow (CT),41.915312,-72.693616,ISO New England Inc.,Farmington River,Farmington River
Falls Village,41.957272,-73.369297,ISO New England Inc.,Housatonic River,Housatonic River
Franklin Drive,41.798943,-73.116267,ISO New England Inc.,,
Middletown,41.554944,-72.579075,ISO New England Inc.,Connecticut River,Connecticut River
South Meadow,41.749500,-72.652400,ISO New England Inc.,Connecticut River,Connecticut River
Stanton Energy Center,28.482200,-81.167800,Florida Municipal Power Pool,Eastern Water Reclaimation Fac,Eastern Water Reclaimation Fac
Torrington Terminal,41.776109,-73.120886,ISO New England Inc.,,
Millstone,41.310700,-72.167700,ISO New England Inc.,Long Island Sound,Long Island Sound
Bridgeport Station,41.170600,-73.184400,ISO New England Inc.,Bridgeport Harbor,Bridgeport Harbor
Central Hudson High Falls,41.828814,-74.131877,New York Independent System Operator,Rondout Creek,Rondout Creek
North Main Street,41.526790,-72.064935,ISO New England Inc.,,
Tenth Street,41.538955,-72.050936,ISO New England Inc.,Shetucket River,Shetucket River
Navajo Dam,36.806100,-107.613100,Western Area Power Administration - Rocky Mountain Region,San Juan River,San Juan River
Drop 1,32.711611,-114.942666,Imperial Irrigation District,Well & Canal Filtered,Well & Canal Filtered
East Highline,32.699451,-115.282450,Imperial Irrigation District,Canal Filtered,Canal Filtered
J C McNeil,44.491700,-73.208056,ISO New England Inc.,Wells,Wells
Christiana,39.730200,-75.537100,"PJM Interconnection, LLC",,
Delaware City 10,39.600408,-75.626811,"PJM Interconnection, LLC",,
Edge Moor,39.738860,-75.503840,"PJM Interconnection, LLC",Delaware River,Delaware River
Indian River Generating Station,38.585700,-75.234100,"PJM Interconnection, LLC",Indian River,Indian River
West Station (DE),39.728300,-75.628900,"PJM Interconnection, LLC",,
McKee Run,39.176222,-75.546628,"PJM Interconnection, LLC",Municipality,Municipality
Brandon Shores,39.180000,-76.538900,"PJM Interconnection, LLC",Patapsco River,Patapsco River
Fredonia,48.455800,-122.435800,Puget Sound Energy,Skagit PUD,Skagit PUD
Cape Canaveral,28.469800,-80.764400,Florida Power & Light Company,Indian River,Indian River
Cutler,25.632100,-80.298900,Florida Power & Light Company,Biscayne Bay,Biscayne Bay
Fort Myers,26.696700,-81.783100,Florida Power & Light Company,Caloosahatchee River,Caloosahatchee River
Lauderdale,26.068600,-80.198400,Florida Power & Light Company,Dania Cut-Off Canal,Dania Cut-Off Canal
Port Everglades,26.085600,-80.125300,Florida Power & Light Company,Intracoastal Waterway,Intracoastal Waterway
Riviera,26.765300,-80.052500,Florida Power & Light Company,Lake Worth,Lake Worth
Sanford,28.841900,-81.325600,Florida Power & Light Company,St. Johns River,St. Johns River
Turkey Point,25.435600,-80.330800,Florida Power & Light Company,Biscayne Bay,Biscayne Bay
South Fork Tolt,47.699167,-121.783333,Seattle City Light,South Fork Tolt River,South Fork Tolt River
Avon Park,27.579444,-81.492778,Progress Energy Florida,Lake Lotilla,Lake Lotilla
Upper Mechanicville,42.912600,-73.680500,New York Independent System Operator,Hudson River,Hudson River
Oak Flat,40.075310,-121.161430,California Independent System Operator,North Fork Feather River,North Fork Feather River
Bayboro,27.758056,-82.635278,Progress Energy Florida,,
Crystal River,28.965600,-82.697700,Progress Energy Florida,Gulf of Mexico,Gulf of Mexico
G E Turner,28.869577,-81.273957,Progress Energy Florida,Lake Monroe,Lake Monroe
Higgins,28.003262,-82.661507,Progress Energy Florida,Tampa Bay,Tampa Bay
Newcastle,38.835182,-121.092982,California Independent System Operator,South Canal,South Canal
P L Bartow,27.859535,-82.601759,Progress Energy Florida,Tampa Bay,Tampa Bay
Rio Pinar,28.541515,-81.254067,Progress Energy Florida,,
Suwannee River,30.376389,-83.180556,Progress Energy Florida,Suwannee River,Suwannee River
Crist,30.566100,-87.224400,"Southern Company Services, Inc. - Trans",Escambia River,Escambia River
Scholz,30.669200,-84.886900,"Southern Company Services, Inc. - Trans",Apalachicola River,Apalachicola River
Lansing Smith,30.268600,-85.700300,"Southern Company Services, Inc. - Trans",North Bay,North Bay
Big Bend,27.794400,-82.403600,Tampa Electric Company,Tampa Bay,Tampa Bay
F J Gannon,27.907222,-82.423055,,Hillsborough Bay,Hillsborough Bay
Hookers Point,27.937500,-82.444444,,Hillsborough Bay,Hillsborough Bay
Vogtle,33.142700,-81.762500,"Southern Company Services, Inc. - Trans",Savannah River,Savannah River
Kensico,41.085100,-73.774800,New York Independent System Operator,Kensico Reservoir,Kensico Reservoir
Henry D King,27.448611,-80.338611,Florida Municipal Power Pool,Municipality,Municipality
Deerhaven Generating Station,29.759200,-82.387800,Gainesville Regional Utilities,Wells in Floridan Aquifer,Wells in Floridan Aquifer
John R Kelly,29.646100,-82.320800,Gainesville Regional Utilities,Wells,Wells
G W Ivey,25.475600,-80.470000,City of Homestead,Wells,Wells
J D Kennedy,30.364818,-81.625967,JEA,,
Northside Generating Station,30.417200,-81.552500,JEA,St. Johns River,St. Johns River
Southside Generating Station,30.316389,-81.648888,,St. Johns River,St. Johns River
Hansel,28.289436,-81.407908,Florida Municipal Power Pool,Municipality,Municipality
Tom G Smith,26.612767,-80.067700,Florida Municipal Power Pool,Municipality,Municipality
Pilot Butte,43.219017,-108.787681,Western Area Power Administration UGP West,Wyoming Canal - Wind River,Wyoming Canal - Wind River
Larsen Memorial,28.079700,-81.922800,Florida Municipal Power Pool,Lake Parker,Lake Parker
C D McIntosh Jr,28.080100,-81.922900,Florida Municipal Power Pool,Municipality,Municipality
W K Sanders,44.625282,-72.530859,ISO New England Inc.,Green River Reservoir,Green River Reservoir
Smith Street,29.021900,-80.964400,"New Smyrna Beach, Utilities Commission of",Municipality,Municipality
W E Swoope,29.021900,-80.964400,"New Smyrna Beach, Utilities Commission of",Municipality,Municipality
Kerckhoff 2,37.071846,-119.558008,California Independent System Operator,San Joaquin River,San Joaquin River
Indian River Plant,28.493232,-80.780124,Florida Municipal Power Pool,Indian River,Indian River
St Cloud,28.244700,-81.288100,Florida Municipal Power Pool,Municipality,Municipality
Arvah B Hopkins,30.452200,-84.400000,City of Tallahassee,Wells,Wells
S O Purdom,30.162304,-84.200673,City of Tallahassee,St. Marks River,St. Marks River
J Woodruff,30.708571,-84.863869,Florida Power & Light Company,Lake Seminole Reservoir,Lake Seminole Reservoir
Medicine Bow,41.835278,-106.242778,Western Area Power Administration UGP West,,
Marathon Generating Plant,24.710833,-81.092700,Florida Power & Light Company,Boot Key Harbor,Boot Key Harbor
Trenton North,40.078600,-93.635000,Southwest Power Pool,,
Arkwright,32.926944,-83.699444,,Ocmulgee River,Ocmulgee River
Atkinson,33.817500,-84.480278,,Chattahoochee River,Chattahoochee River
Barnett Shoals,33.839475,-83.309716,"Southern Company Services, Inc. - Trans",Oconee River,Oconee River
Bartletts Ferry,32.661976,-85.091552,"Southern Company Services, Inc. - Trans",Chattahoochee River,Chattahoochee River
