name,population,latitude,longitude
Magnolia Hospital,70,33.27419818,-93.23913276
St. Vincent Medical Center - North,69,34.81309517,-92.20769063
Arkansas Heart Hospital,112,34.7391732,-92.39327696
Community Medical Center Of Izard County,25,36.12677685,-92.12808717
Northwest Medical Center,222,36.17987716,-94.13664285
Siloam Springs Regional Hospital,42,36.18993552,-94.50714921
Regency Hospital Of Springdale,25,36.18053846,-94.13697878
North Metro Medical Center,113,34.87316573,-92.12547515
Arkansas Department Of Correction - Ouachita River Unit Inpatient Care Facility,28,34.34486847,-92.84270041
Centura Health-Porter Adventist Hospital,368,39.67036625,-104.9743791
Centura Health-St Francis Medical Center,195,38.93863911,-104.717482
Centura Health-St Mary Corwin Medical Center,408,38.23380336,-104.6225777
Centura Health-St Thomas More Hospital,25,38.45529191,-105.2309468
Parker Adventist Hospital,170,39.54820081,-104.7710241
Memorial Hospital Inc,63,37.16197765,-83.76202402
The Medical Center At Scottsville,25,36.76147503,-86.21496916
Cumberland County Hospital,25,36.79619458,-85.37296207
Mcdowell Arh Hospital,52,37.45670646,-82.74720787
Saint Joseph - Martin,25,37.57882455,-82.75030775
The Medical Center At Caverna,25,37.16130615,-85.92303816
The James B. Haggin Memorial Hospital,25,37.75706388,-84.84873911
Univerity Of Md Baltimore Washington Medical Center,293,39.13766768,-76.62323886
Walter P Carter Center,108,39.29056558,-76.62594614
Eastern Shore Hospital Center,80,38.54062722,-76.065328
University Of Maryland Harford Memorial Hospital,85,39.54309348,-76.090836
Adventist Healthcare Behavioral Health & Wellness,107,39.09986285,-77.19895807
Medstar Southern Maryland Hospital Center,192,38.74813654,-76.87583187
Kidspeace National Centers Of New England,-999,44.59020244,-68.43359064
Penobscot Bay Medical Center,109,44.14410143,-69.08454633
Promedica Herrick Hospital,25,42.00259106,-83.93782239
Hayes Green Beach Memorial Hospital,25,42.5653255,-84.83195196
Mckenzie Memorial Hospital,25,43.42348233,-82.83213345
Marlette Regional Hospital,25,43.33271941,-83.08102154
Kalkaska Memorial Health Center,8,44.73129086,-85.18429685
Schoolcraft Memorial Hospital,12,45.946684,-86.27615385
Sparrow Ionia Hospital,22,42.93593087,-85.06796742
Promedica Monroe Regional Hospital,217,41.92456501,-83.3880849
Spectrum Health United Memorial - United Campus,49,43.17469185,-85.26934947
St John Macomb-Oakland Hospital-Macomb Center,348,42.50581325,-83.00494271
Henry Ford Macomb Hospital-Mt Clemens Campus,-999,42.60686446,-82.88090679
Mclaren Orthopedic Hospital,53,42.70330447,-84.53503019
Eaton Rapids Medical Center,20,42.49525229,-84.65865128
Midmichigan Medical Center-Gratiot,67,43.39072927,-84.66330985
Mercy Health Muskegon Sherman Blvd,196,43.20579374,-86.20860504
Caro Community Hospital,25,43.49318686,-83.40820611
Lake Huron Medical Center,144,42.95594281,-82.43339042
St Mary Mercy Hospital,273,42.39376505,-83.40817063
St John Hospital And Medical Center,673,42.41997263,-82.91434079
Beaumont Hospital Trenton,193,42.11698997,-83.21347813
Garden City Hospital,323,42.33213544,-83.31498453
Munson Healthcare Cadillac,49,44.24544836,-85.38929522
Spectrum Health - Blodgett Campus,319,42.95365063,-85.62331733
Aspirus Ironwood Hospital,25,46.48074586,-90.1067333
Munson Healthcare Charlevoix Hospital,25,45.31482009,-85.27486256
Schoolcraft Memorial Hospital,25,45.95826246,-86.23952205
Midmichigan Medical Center - Alpena,124,45.07767295,-83.44937429
Henry Ford Medical Center Cottage,4,42.39693874,-82.90241427
Appleton Municipal Hospital,15,45.19992493,-96.00889968
Centracare Health System-Long,34,45.97353279,-94.84844538
Essentia Health Sandstone,30,46.12679487,-92.86531661
Lakewood Health Center,15,48.70658326,-94.6004167
Renville County Hosp & Clinics,16,44.77458177,-94.97242486
Liberty Hospital,226,39.27524214,-94.42370721
St. Luke'S Northland Hospital - Smithville,64,39.37650909,-94.58142085
Mercy Hospital Carthage,25,37.13621149,-94.32110399
Research Medical Center - Brookside Campus,487,39.00723164,-94.57773096
Truman Medical Center - Hospital Hill,199,39.08453615,-94.57531678
Mosaic Life Care At St. Joseph,352,39.77267961,-94.77088801
Ssm St. Clare Health Center,180,38.52792366,-90.47641436
Christian Hospital Northwest,3,38.77998254,-90.33657815
Des Peres Hospital,143,38.58433072,-90.45179232
Missouri Baptist Hospital Of Sullivan,35,38.19582961,-91.1706424
I-70 Community Hospital,15,38.97870513,-93.41663454
Ssm Health St. Louis University Hospital,344,38.62295605,-90.23868622
Mercy Hospital Jefferson,251,38.19666946,-90.39360264
Twin Rivers Regional Medical Center,116,36.2354033,-90.04116699
Mercy Hospital Lincoln,25,38.98348604,-90.96365241
Boone Hospital Center,392,38.94929679,-92.31581308
University Of Missouri Health Care,-999,38.93838366,-92.32817811
Citizens Memorial Hospital,86,37.6264835,-93.42011395
Carroll County Memorial Hospital,25,39.37691208,-93.49339038
Bothwell Regional Health Center,145,38.69957445,-93.22158611
Harrison County Community Hospital,19,40.26453881,-94.02565859
Western Missouri Medical Center,75,38.76593328,-93.72229517
Cox Monett Hospital,25,36.92700362,-93.93074698
Barnes-Jewish Hospital - North,1110,38.63637879,-90.26458281
Kindred Hospital - St. Louis,60,38.64307325,-90.26312421
Panola Medical Center,112,34.30629814,-89.91460188
Pearl River County Hospital,24,30.8565401,-89.54201063
Walthall County General Hospital,25,31.12037143,-90.15576773
Choctaw County Medical Center,25,33.31312711,-89.17460507
Winston Medical Center,27,33.12302393,-89.03585466
Clay County Medical Corporation,60,33.61939639,-88.66237784
Merit Health Gilmore Memorial,95,33.97772925,-88.47660447
Madison County Medical Center,67,32.61080692,-90.00257036
Yalobusha General Hospital,26,34.13125561,-89.6420887
Southwest Ms Regional Medical Center,160,31.25101023,-90.47395559
Frances Mahon Deaconess Hospital,25,48.18942204,-106.6352257
Firsthealth Moore Reg. Hosp. And Pinehurst Treatment,372,35.20529935,-79.45643853
Carrington Health Center,25,47.45422959,-99.12382002
Altru Hospital,257,47.910573,-97.06868619
Franklin County Memorial Hospital,14,40.10182898,-98.95413257
Boone County Health Center,25,41.68304081,-98.00574016
Pender Community Hospital,21,42.10666503,-96.71094042
Seton Highland Lakes,25,30.73305847,-98.23685865
Kennedy Memorial Hospital - University Medical Center Cherry Hill,196,39.92820455,-75.0161225
Kennedy Memorial Hospital - Washington Township,230,39.73506751,-75.06577821
Newark Beth Israel Medical Center,665,40.70922208,-74.21154236
Saint Michaels Medical Center,358,40.74358053,-74.17412143
Overlook Hospital,504,40.71178746,-74.35378384
Inspira Medical Center - Elmer,96,39.58785897,-75.18063078
Raritan Bay Medical Center - Old Bridge,113,40.38313842,-74.32339191
Saint Clares Hospital - Denville,314,40.89505879,-74.46546816
Riverview Medical Center,468,40.35398181,-74.06384268
Centrastate Medical Center,284,40.23825942,-74.3115594
Capital Health Medical Center - Hopewell,221,40.29198684,-74.80292328
Alta Vista Regional Hospital,54,35.62344426,-105.2108726
Mercy Franciscan Hospital Western Hills,156,39.13526549,-84.60665091
Mercy St Theresa Center,-999,39.14934798,-84.36901808
Laurel Regional Medical Center,137,39.08679628,-76.88120724
Saint Luke Institute,47,39.00256796,-76.9800222
The Acadia Hospital,100,44.82049618,-68.76325313
Aroostook Medical Center - Community General Division,16,46.7733441,-67.83789747
Blue Hill Memorial Hospital,25,44.41148043,-68.58717505
Calais Regional Hospital,25,45.17758929,-67.26801571
Charles A Dean Memorial Hospital,25,45.45887595,-69.61133128
Mercy Westbrook,30,43.68788545,-70.3569291
Oscar G. Johnson Va Medical Center,-999,45.81029679,-88.06154549
Spectrum Health  Kelsey Hospital,16,43.44121827,-85.2779234
Scheurer Hospital,25,43.83418808,-83.27819001
Harbor Beach Community Hospital,15,43.84266263,-82.65211568
Spectrum Health - Reed City Campus,25,43.87846173,-85.52129206
Sparrow Clinton Hospital,25,42.9931309,-84.55513586
Paul Oliver Memorial Hospital,8,44.63678167,-86.24300107
Sparrow Carson Hospital,61,43.17558538,-84.84241818
Ionia County Memorial Hospital,25,42.98518017,-85.05045935
St John Macomb-Oakland Hospital-Oakland Center,133,42.49391602,-83.08679372
Spectrum Health Gerber Memorial,25,43.46480986,-85.95036313
Spectrum Health Big Rapids Hospital,69,43.69388471,-85.47492753
Midmichigan Medical Center-Clare,49,43.82096498,-84.76904746
Three Rivers Health,60,41.93540767,-85.64792561
St John River District Hospital,68,42.78536365,-82.47920191
"Covenant Medical Center, Cooper",290,43.42978585,-83.95300198
"Covenant Medical Center, Michigan",56,43.4208002,-83.96029184
Hutzel Women'S Hospital,114,42.35113692,-83.05585797
Chippewa County War Memorial Hospital,82,46.49808087,-84.35055118
Baraga County Memorial Hospital,15,46.73178952,-88.42500413
St Joseph Mercy Hospital-Saline,-999,42.16723162,-83.79088457
Swift County Benson Hospital,31,45.31435721,-95.60903789
Ssm Health St. Mary'S Hospital - Jefferson City,154,38.55869819,-92.22156912
North Kansas City Hospital,451,39.14898758,-94.55116162
Northwest Medical Center,35,40.25275515,-94.32438907
St. Joseph Medical Center,310,38.93613547,-94.60381772
Lee'S Summit Medical Center,64,38.90363485,-94.33298166
Cass Regional Medical Center,35,38.66507203,-94.37749675
Missouri Baptist Medical Center,489,38.63636666,-90.44677235
Progress West Healthcare Center,76,38.71595266,-90.69814249
Capital Region Medical Center,114,38.56579236,-92.18179252
Scotland County Hospital,25,40.46477539,-92.16495149
Ssm Health Cardinal Glennon Children'S Medical Center,195,38.62172491,-90.23910389
Mercy St. Francis Hospital,25,37.00243861,-91.70323321
Cox Medical Center Branson,157,36.65061008,-93.22186944
Northeast Regional Medical Center,93,40.19351194,-92.5890641
"Landmark Hospital Of Columbia, Llc",42,38.95798994,-92.31131232
Pike County Memorial Hospital,25,39.44066438,-91.06478066
Southeasthealth,263,37.31073434,-89.53984582
Lake Regional Health System,116,38.12063059,-92.68304349
Black River Community Medical Center,8,36.77214562,-90.45755132
Poplar Bluff Regional Medical Center - Westwood,38,36.78558106,-90.4261255
Patient’S Choice Medical Center Of Humphreys County,34,33.18305482,-90.47008105
Patients Choice Medical Center,29,32.00013987,-89.51948724
Jasper General Hospital,16,31.97702901,-89.29131849
Pioneer Medical Center - Cah,50,45.82824546,-109.9520716
Livingston Healthcare,-999,45.6492691,-110.5692874
Big Sandy Medical Center,30,48.17879073,-110.1087565
Mccone County Health Center,25,47.41884871,-105.5807272
Glendive Medical Center,96,47.11742516,-104.7038336
Novant Health Forsyth Medical Center,919,36.07555041,-80.29728716
Franklin Regional Medical Center,83,36.11230617,-78.29353379
Central Carolina Hospital,127,35.46907449,-79.18720488
Granville Health System,142,36.32641569,-78.59335192
Carolinas Medical Center-Mercy,305,35.21015517,-80.82102909
Carolinas Healthcare System Pineville,206,35.09201218,-80.87161819
Angel Medical Center,59,35.18466142,-83.37868892
Highlands-Cashiers Hospital,24,35.08658651,-83.18589113
Wesley Long Community Hospital,175,36.08342606,-79.82541858
Harris Regional Hospital,86,35.38601089,-83.20300137
Wayne Memorial Hospital,316,35.39848375,-77.9524687
Maria Parham Medical Center,102,36.33086506,-78.44944646
"Watauga Medical Center, Inc.",117,36.19846886,-81.65152936
Northern Hospital Of Surry County,133,36.48860409,-80.6121681
"Hugh Chatham Memorial Hospital, Inc.",93,36.26186461,-80.83830267
Alleghany Memorial Hospital,41,36.50952105,-81.11461101
Alamance Regional Medical Center,238,36.06120389,-79.50224357
"Ashe Memorial Hospital, Inc.",76,36.42330853,-81.45752318
St. Luke'S Hospital,35,35.23946794,-82.21262408
Catawba Valley Medical Center,258,35.71385557,-81.26734191
Scotland Memorial Hospital And Edwin Morgan Center,104,34.75316918,-79.46980141
"Blue Ridge Regional Hospital, Inc",46,35.91099,-82.06277435
Firsthealth Montgomery Memorial Hospital,37,35.36481124,-79.8903683
The Outer Banks Hospital,21,35.9398365,-75.61764914
Onslow Memorial Hospital,162,34.76275933,-77.38498682
Crawley Memorial Hospital,60,35.24985309,-81.67641059
Naval Hospital Camp Lejeune,-999,34.72306625,-77.35805206
Womack Army Medical Center,-999,35.14562624,-79.00217023
Va Medical Center - Durham,-999,36.00951207,-78.93883233
Va Medical Center - Fayetteville,-999,35.08782262,-78.87695584
Charles George Va Medical Center,-999,35.58861379,-82.48354085
W. G. (Bill) Hefner Va Medical Center,-999,35.68419984,-80.48815776
Novant Health Brunswick Medical Center,74,34.03136121,-78.26144541
St Andrews Health Center - Cah,25,48.82912481,-100.4499813
West River Regional Medical Center-Cah,25,46.00180059,-102.6285744
Linton Hospital - Cah,14,46.27155757,-100.2333904
Southwest Healthcare Services,23,46.18187141,-103.4046604
Sanford Medical Center Fargo,380,46.853883,-96.79753753
P H S Indian Hosp At Belcourt-Quentin N Burdick,-999,48.84335987,-99.74873024
St Aloisius Medical Center,25,47.76709689,-99.93205126
Trinity Hospital - Saint Josephs,251,48.23216459,-101.2872043
St Joseph'S Hospital And Health Center,25,46.88907589,-102.8205504
Altru Specialty Hospital,45,47.87696081,-97.04744399
Bryan Medical Center,374,40.79589821,-96.65226399
Chi Health Nebraska Heart,63,40.73668103,-96.59351305
Methodist Hospital,423,41.25964267,-96.04136103
Niobrara Valley Hospital,20,42.82457353,-98.46849408
La Paz Regional,25,34.13643248,-114.2852197
Yale-New Haven Hospital,1541,41.30469134,-72.93541366
Henry County Memorial Hospital,90,39.94337701,-85.36296315
Gulf Breeze Hospital,77,30.36048195,-87.15705465
Capital Regional Medical Center,266,30.47571346,-84.23154534
Select Specialty Hospital - Tallahassee,48,30.46168856,-84.25292914
Avera Gettysburg Hospital,10,45.01308489,-99.94779146
West Florida Hospital,515,30.51568064,-87.21789514
Baptist Medical Center - Beaches,146,30.27337357,-81.39831629
Mayo Clinic,304,30.26391313,-81.44108268
River Point Behavioral Health,84,30.29074697,-81.59698554
Wekiva Springs,120,30.25782212,-81.59553995
Sacred Heart Hospital On Emerald Coast,58,30.37857467,-86.30685631
Calhoun-Liberty Hospital,25,30.45862283,-85.05010386
Baptist Medical Center - Nassau,54,30.6532098,-81.44912349
Hale Ho'Ola Hamakua,52,20.07617304,-155.4698296
Avera St Anthony'S Hospital,25,42.4606455,-98.65038285
Blue Mountain Hospital Gnaden Huetten,95,40.833084,-75.725897
Washington Hospital,274,40.18387511,-80.24660618
Wayne Memorial Hospital,112,41.576561,-75.260329
Incline Village Health Center,6,39.2514975,-119.954394
Butler Memorial Hospital,296,40.866894,-79.881562
Memorial Hospital - York,100,39.967361,-76.692573
Tyler Memorial Hospital,48,41.57759711,-75.96941474
Upmc Bedford,49,40.02540404,-78.432673
Heritage Valley Sewickley,186,40.542576,-80.177979
Western Pennsylvania Hospital,251,40.461876,-79.946222
Magee-Womens Hospital Of Upmc,318,40.43696252,-79.96105247
Callaway District Hospital,12,41.29111932,-99.9231578
Brown County Hospital,23,42.54451346,-99.84956105
Berwick Hospital Center,101,41.070954,-76.23093
South Lyon Medical Center,63,38.98409652,-119.1674592
Chestnut Hill Hospital,135,40.079468,-75.211935
Pennsylvania Hospital,520,39.94520906,-75.1557321
Nazareth Hospital,205,40.05897134,-75.04200874
Roxborough Memorial Hospital,137,40.02862679,-75.20977237
Union Hospital,157,40.51436785,-81.45585405
Memorial Hospital Of Union County,97,40.23008254,-83.36764832
Mount Nittany Medical Center,260,40.81854834,-77.84258985
Conemaugh Miners Medical Center,30,40.65807263,-78.70526962
Brandywine Hospital,234,40.01012579,-75.78613013
Chester County Hospital,210,39.97120657,-75.60214507
Grover C Dils Medical Center,20,37.62270263,-114.5139431
Phoenixville Hospital,137,40.123789,-75.515085
St. Luke'S Northland Hospital - Barry Road,97,39.24898899,-94.64832907
Coatesville Veterans Affairs Medical Center,145,39.99759102,-75.79757106
Battle Mountain General Hospital,7,40.63955062,-116.9402862
Somerset Hospital,150,40.007048,-79.077821
Windber Hospital,54,40.242639,-78.83752
Kearney County Health Services Hospital,10,40.49543098,-98.94285322
Mount Grant General Hospital,11,38.51700346,-118.6273898
Nye Regional Medical Center,44,38.06164318,-117.2224901
Benson Hospital,22,31.96510498,-110.3081187
"Northern Cochise Community Hospital, Inc.",48,32.2649674,-109.8381442
Lehigh Valley Hospital-Muhlenberg,184,40.657591,-75.420109
Upmc Jameson,254,41.013202,-80.352649
Lancaster Regional Medical Center,214,40.04081396,-76.32097873
Upmc Pinnicle Lititz,148,40.132245,-76.311902
Easton Hospital,254,40.68710826,-75.24259926
Sunbury Community Hospital,118,40.861931,-76.778025
Moses Taylor Hospital,217,41.41069496,-75.65056814
Regional Hospital Of Scranton,198,41.41233526,-75.65396151
Holzer Medical Center,287,38.84647314,-82.23754029
Northeast Hospital Corporation - Beverly Campus,227,42.5641,-70.8757
North Shore Medical Center  - Salem Campus,268,42.5111,-70.9068
St Mary'S Medical Center Of Evansville Inc,426,37.96334445,-87.50292615
Black Hills Surgery Center Limited Liability Partnership,26,44.04644362,-103.2234841
Hallmark Health System - Lawrence Memorial Hospital Campus,98,42.4259,-71.1114
Community Hospitals And Wellness Centers Bryan,98,41.47409691,-84.55669416
Childrens Hosp & Clinics Minne,381,44.95665248,-93.2619933
Park Nicollet Methodist Hosp,426,44.92898519,-93.36223002
Saint Joseph Hospital,112,44.8142166,-68.77246747
Grand Itasca Clinic & Hosp,64,47.22355071,-93.55554035
Pembina County Memorial Hospital,20,48.7925461,-97.61871696
Mcleod Seacoast,50,33.86571224,-78.66354577
Hendricks Comm Hosp,24,44.50583637,-96.41842304
Sanford Tracy Medical Center,25,44.23229821,-95.60733268
Jones Memorial Hospital,70,42.12242108,-77.9509013
Lower Umpqua Hospital District,16,43.69458957,-124.1363019
St Charles Medical Center  Redmond,48,44.28796677,-121.169855
Columbia Memorial Hospital,192,42.24634477,-73.77745253
Lake District Hospital,71,42.18129466,-120.3521112
Sky Lakes Medical Center,98,42.25316066,-121.7851908
Reston Hospital Center,187,38.96222355,-77.364166
Southwestern Vermont Medical Center,99,42.87418238,-73.20767064
Central Washington Hospital,174,47.40660465,-120.3210305
Odessa Memorial Healthcare Center,25,47.33118914,-118.6825045
Hampton Va Medical Center,485,37.01535819,-76.33225686
Dayton Va Medical Center,460,39.74265668,-84.26458456
Providence St. Joseph'S Hospital,65,48.27787863,-117.7108944
Garfield County Public Hospital,45,46.47549923,-117.6029482
Prosser Memorial Hospital,26,46.20809196,-119.7639115
Multicare Auburn Regional Medical Center,120,47.30891355,-122.2290357
Othello Community Hospital,49,46.83040883,-119.1552615
Grande Ronde Hospital,25,45.31942719,-118.1060704
West Valley Hospital,15,44.91878607,-123.3103384
Willamette Valley Medical Center,88,45.19903826,-123.1646728
Good Samaritan Regional Medical Center,164,44.60322266,-123.2526236
Knox County Hospital,28,33.41380466,-99.81155305
Jonathan M. Wainwright Memorial Va Medical Center,102,46.05355341,-118.3585033
Guthrie Corning Hospital,99,42.14060036,-77.0474104
Saint Anthony Medical Center,235,42.26988601,-89.00772158
Peconic Bay Medical Center,140,40.93426399,-72.67362495
Cardinal Hill Rehabilitation Hospital,158,38.04697243,-84.54138894
Gibson Community Hospital,67,40.47836698,-88.37026499
Graham Hospital Association,93,40.55266909,-90.03882997
University Of Md Shore Medical Ctr At Chestertown,26,39.21747943,-76.06493932
Tmc Bonham Hospital,25,33.57832798,-96.16664583
Goodall-Witcher Hospital,25,31.77685263,-97.58892556
Mitchell County Hospital,25,32.40643731,-100.8759346
Electra Memorial Hospital,25,34.01802681,-98.92489812
Haskell Memorial Hospital,25,33.15736151,-99.74468102
Northwest Hospital Center,253,39.35859345,-76.78181096
Baptist Memorial Hospital,927,35.12952196,-89.86155885
"Franciscan Alliance, Inc. - Dba Franciscan St. James Health-Chicago Heights",-999,41.50474151,-87.63984706
Sweeny Community Hospital,20,29.04783467,-95.69183141
Rm Health Providers Ltd Partnership - Dba Rml Specialty Hospital,87,41.78618532,-87.91530761
"Thc Chicago, Inc. - Dba Kindred Hospital - Central",54,41.94024658,-87.72864369
Collingsworth General Hospital,16,34.84860058,-100.2121919
Edward Hines| Jr. Veterans Affairs Hospital,450,41.8610986,-87.84129591
Martin County Hospital District,18,32.13981746,-101.7875197
Loyola University Medical Center,485,41.86068278,-87.83472209
Dr John Warner Hospital,25,40.14841752,-88.96460821
Summers County Arh Hospital,25,37.65063595,-80.86029453
Roane General Hospital,60,38.81255478,-81.36903423
Norton Hospital,370,38.24772315,-85.7504603
Summersville Regional Medical Center,105,38.2925122,-80.82929269
Webster County Memorial Hospital,15,38.48226133,-80.41068752
Stonewall Jackson Memorial Hospital,70,39.04763994,-80.492092
Welch Community Hospital,124,37.43912905,-81.58809901
Grafton City Hospital,101,39.34378513,-80.02521735
Preston Memorial Hospital,25,39.46495411,-79.67751161
St Johns Hospital,434,39.80543902,-89.64400804
Monroe County Medical Center,49,36.6988825,-85.67646626
Saint Joseph Mount Sterling,42,38.07712125,-83.9452558
Sarah Bush Lincoln Health Center,118,39.48854118,-88.27310864
St. Luke'S Hospital - Warren Campus,198,40.70220506,-75.17812041
Hackettstown Regional Medical Center,111,40.8616841,-74.81600774
Pushmataha County-Town Of Antlers Hospital Authority,25,34.23123227,-95.61473884
Elkview General Hospital,38,35.03777613,-99.09860687
Alliancehealth Ponca City,140,36.72465909,-97.06835684
Eastern Oklahoma Medical Center,43,35.0433335,-94.61213288
Katherine Shaw Bethea Hospital,80,41.84477843,-89.47889512
Saint James Hospital,42,40.87099748,-88.67951509
Lakeside Women'S Hospital,23,35.58394229,-97.58361293
Integris Health Edmond,40,35.64463527,-97.41836003
St Marys Hospital,113,38.53028143,-89.11720631
Carroll County Memorial Hospital,25,38.68031234,-85.1687861
Lake Cumberland Regional Hospital,295,37.08600628,-84.62017705
Surgical Hospital Of Oklahoma,12,35.40567403,-97.50933012
Community Memorial Hospital,25,39.01528071,-89.78938694
St Marys Hospital,-999,39.82745295,-88.93168263
Alton Memorial Hospital,253,38.89958432,-90.15914964
Saint Anthony'S Health Center,199,38.90799588,-90.17329338
University Of Md Shore Medical Center At Easton,132,38.76965106,-76.07685606
Huggins Hospital,25,43.58173942,-71.2003641
Speare Memorial Hospital,25,43.75773763,-71.69518793
Crittenden County Hospital,48,37.32921123,-88.09257544
Carroll Hospital Center,189,39.55814603,-76.99072013
Kentucky Correctional Psychiatric Center,97,38.41207679,-85.42212673
Pauls Valley General Hospital,64,34.71940441,-97.21478864
Mccurtain Memorial Hospital,91,33.88282828,-94.81116176
Purcell Municipal Hospital,39,35.02860056,-97.3646217
Mercy Health -Love County,25,33.94304119,-97.13090878
University Of Md Shore Medical Ctr At Dorchester,38,38.57170558,-76.0674582
Mercy Hospital Logan County,25,35.87633071,-97.46202636
Prague Community Hospital,25,35.49014466,-96.68431257
Stroud Regional Medical Center,25,35.74848483,-96.68334576
Jefferson County Hospital,25,34.15731246,-97.97951529
Holdenville General Hospital,25,35.08905917,-96.37859604
Atlantic General Hospital,45,38.33952516,-75.21133309
"Mercy Hospital Tishomingo, Inc",25,34.22256466,-96.67478091
Harmon Memorial Hospital,25,34.69220952,-99.91428905
Northwestern Medical Center,70,44.80773962,-73.07251309
Kanakanak Hospital,14,59.00047476,-158.5363123
Blue Valley Hospital Inc,4,38.89628614,-94.66912856
Russell Regional Hospital,46,38.88275712,-98.85970458
Sedan City Hospital,25,37.13388222,-96.18911792
St. Joseph Medical Center,744,29.74811613,-95.36614814
Houston Northwest Medical Center,430,30.0204405,-95.44271418
Memorial Hermann Greater Heights Hospital,260,29.81073566,-95.43033555
Chi St Lukes Health - Brazosport,175,29.02950068,-95.45274482
Doctors Hospital Of Laredo,180,27.60691448,-99.47847561
Chi St Lukes Health - Memorial Livingston,66,30.73087171,-94.93939248
Floyd Valley Hospital,25,42.796237,-96.15562532
Lifecare Hospitals Of South Texas - Mcallen North,32,26.24610104,-98.1985359
Medical City Mckinney,157,33.15972664,-96.63669338
Medical City North Hills,176,32.82908072,-97.21350556
Trinity Medical Center - 7Th Street Campus - Dba Trinity Moline,-999,41.4683074,-90.53097969
Memorial Hermann Sugar Land,147,29.5644022,-95.69037269
Wilbarger General Hospital,47,34.15861525,-99.31516051
Clear Lake Regional Medical Center,531,29.54130675,-95.12781514
Texas Health Presbyterian Hospital Dallas,888,32.88113418,-96.76243766
Lifecare Hospitals Of South Texas - Mcallen South,62,26.18198646,-98.20849156
Apollo Hospital,5,30.17493529,-95.45717139
Northeast Methodist Hospital,179,29.55246452,-98.34826131
Mission Trail Baptist Hospital-Er,110,29.34478851,-98.43848672
Permian Regional Medical Center,34,32.33804336,-102.54599
Baylor Scott & White Hospital - Brenham,60,30.14567251,-96.39932133
Mary Hurley Hospital,20,34.53934684,-96.2237315
Asante Rogue Regional Medical Center,378,42.318067,-122.830801
Forest Park Medical Center,84,32.91375287,-96.76689953
Kaiser Foundation Hospital - Westside,-999,45.53925427,-122.8770018
Detar North,115,28.85434036,-97.01968631
Wise Regional Health System,99,33.21710703,-97.5937157
Cass Lake Hospital,-999,47.38446543,-94.60854792
Red Lake Hospital,-999,47.8778435,-95.02924208
Cypress Fairbanks Medical Center,180,29.92712973,-95.58969896
Fort Belknap Hospital,-999,48.4824411,-108.7629517
Va Medical Center - West Roxbury Division,-999,42.2746273,-71.17169802
Aleda E. Lutz Va Medical Center,-999,43.44479571,-83.96202358
Hawaii Medical Center East,240,21.32867361,-157.8521328
G.V. (Sonny) Montgomery Va Medical Center,-999,32.32789016,-90.16732631
Raymond G. Murphy Va Medical Center,-999,35.05516799,-106.5817674
Va Medical Center - Lyons Campus,-999,40.66859853,-74.5575506
Va Medical Center And Ambulatory Care Clinic,-999,46.61866261,-112.1017865
Gulf Coast Veterans Health Care System,-999,30.41511432,-88.94195402
Chalmers P. Wylie Va Ambulatory Care Center,-999,39.9808247,-82.90958494
Va Butler Healthcare,-999,40.87343949,-79.94413084
Va Medical Center - Fort Meade Campus,-999,44.41267726,-103.4718151
Va Caribbean Healthcare System,-999,18.39039414,-66.07933548
Va Medical Center - White River Junction,-999,43.64849322,-72.34253657
Mayo Clinic Hospital Methodist Campus,794,44.02395962,-92.46583322
Essentia Health Virginia,83,47.53186339,-92.5485476
Via Christi Hospital St. Joseph,-999,37.66615812,-97.29259655
Genesis Medical Center West-Davenport,502,41.54367413,-90.59376514
Beatrice Community Hospital,25,40.31614637,-96.74972061
Parsons State Hospital,-999,37.35126304,-95.28054226
Saint Francis Hospital Memphis,479,35.09820503,-89.86487519
Merit Health Madison,67,32.58137191,-90.08319563
Ou Medical Center Edmond-Er,-999,35.65465832,-97.4615103
Norman Regional Healthplex,152,35.25959361,-97.48953346
Dorminy Medical Center,75,31.69756452,-83.26014598
Iu Health University Hospital,-999,39.77528333,-86.17656162
Bethesda Arrow Springs-Er,-999,39.39522296,-84.20942755
Methodist Hospital-Southlake,-999,41.45837283,-87.3329309
Ward Memorial Hospital,25,31.59378429,-102.8831868
Texas Center For Infectious Disease,72,29.35410452,-98.4567103
Hansford County Hospital,25,36.19027677,-101.1996141
Baptist Emergency Hospital - Thousand Oaks,10,29.58772294,-98.47345927
El Paso Va Health Care System,-999,31.82079555,-106.4624822
Weimar Medical Center,38,29.69450237,-96.78813415
Baptist Emergency Hospital - Westover Hills,8,29.46171808,-98.68991382
Christus Santa Rosa - Medical Center,172,29.51281257,-98.59013727
Queens Medical Center,495,21.3080396,-157.8536385
Andalusia Regional Hospital,88,31.29579533,-86.49454911
Kau Hospital,21,19.19966254,-155.472136
Mercy Medical Center-North Iowa,346,43.15007558,-93.21671931
Shenandoah Memorial Hospital,25,40.75508455,-95.37317521
St. Luke'S Methodist Hospital,540,41.98523772,-91.66058668
Skiff Medical Center,68,41.70306545,-93.05162676
Buchanan County Health Center,25,42.47034136,-91.87442373
Henry County Health Center,74,40.96229764,-91.55950957
Keokuk County Health Center,25,41.3225069,-92.20608695
Methodist Jennie Edmundson,236,41.26858246,-95.83535747
Davis County Hospital,25,40.75917145,-92.41552486
